frame,shoulder_x,shoulder_y,shoulder_conf,elbow_x,elbow_y,elbow_conf,wrist_x,wrist_y,wrist_conf,hip_x,hip_y,hip_conf,knee_x,knee_y,knee_conf,ankle_x,ankle_y,ankle_conf
61,0.7472987,0.603069,0.27872944,0.69106066,0.62292427,0.09793453,0.78593576,0.6335753,0.18372016,0.57082,0.5985799,0.22586763,0.51606953,0.6840701,0.102080494,0.1828118,0.7167839,0.35954314
62,0.73248285,0.6238365,0.25861058,0.6417327,0.65185213,0.16059625,0.7165015,0.7915673,0.28235495,0.5453049,0.59799576,0.31606534,0.3462804,0.69013834,0.35554224,0.18483517,0.71240723,0.37066445
63,0.73267055,0.61706364,0.20063779,0.6712975,0.60178924,0.13596553,0.7749113,0.6371404,0.2163363,0.54280365,0.5989069,0.31980708,0.34449565,0.68679255,0.3117583,0.18490416,0.7078601,0.385617
64,0.7330739,0.6032326,0.27187777,0.6389414,0.625932,0.1782071,0.60160667,0.62319404,0.23103696,0.52343035,0.612753,0.31241503,0.34234607,0.6915409,0.29645392,0.18280143,0.7065718,0.4625806
65,0.7346336,0.6055153,0.2684201,0.6421635,0.6318921,0.17686628,0.5980205,0.62868357,0.20733203,0.5318059,0.6254747,0.27386782,0.34779152,0.69178987,0.38151425,0.18407266,0.7034054,0.48106903
66,0.73693585,0.6199504,0.23692718,0.66272336,0.62511325,0.1929257,0.7093618,0.6503241,0.111418545,0.52844393,0.6275449,0.29385886,0.34477982,0.678277,0.33619636,0.18287025,0.7033279,0.426915
67,0.7381723,0.6372104,0.1714147,0.6671371,0.62462413,0.18783288,0.71196866,0.6668452,0.0942689,0.5264083,0.6445331,0.26091278,0.3487059,0.6797011,0.32538247,0.18322144,0.7017982,0.39589238
68,0.7394564,0.6412349,0.2125595,0.6947439,0.59320354,0.28860435,0.7648079,0.6613325,0.17226574,0.5280819,0.6329643,0.33396107,0.3640259,0.67717874,0.31613004,0.18384376,0.70061326,0.4357293
69,0.73400366,0.64219075,0.2883611,0.6741952,0.6239683,0.17418759,0.7637067,0.6750258,0.14100486,0.52626634,0.633617,0.3682353,0.35109112,0.68693703,0.38899508,0.18439263,0.6881995,0.47311553
70,0.7146009,0.6415497,0.2951309,0.6633129,0.63006794,0.19726267,0.71869063,0.6763822,0.12823556,0.511216,0.63175887,0.34348416,0.34915757,0.6745225,0.27221367,0.1846864,0.6892983,0.46365437
71,0.719314,0.6753987,0.20146753,0.67988956,0.68719214,0.17341341,0.7581982,0.7147273,0.19456372,0.53703856,0.6520198,0.3863747,0.35421157,0.6864287,0.3426833,0.18162523,0.6856502,0.53193176
72,0.7183041,0.69628406,0.22418106,0.6786994,0.7043599,0.17717561,0.7218544,0.7771641,0.26339263,0.5321543,0.6516001,0.41460007,0.35078618,0.6865286,0.36411753,0.18160234,0.68357486,0.4982705
73,0.7169509,0.67423093,0.2435607,0.6794405,0.70477223,0.21937086,0.74732494,0.7439985,0.2187218,0.5280616,0.6478675,0.41592112,0.3490896,0.6900822,0.35895967,0.17177969,0.6835251,0.6635326
74,0.71673334,0.6754243,0.22568554,0.67618465,0.70286626,0.22008163,0.7245654,0.76154387,0.22183265,0.52985615,0.6460219,0.4073984,0.35022008,0.6889132,0.44572595,0.17570363,0.68381953,0.6386709
75,0.7281097,0.6486288,0.4037589,0.67791194,0.70549744,0.19856974,0.7575861,0.71239555,0.18097058,0.5333938,0.64785594,0.3688651,0.35551307,0.68715644,0.37709904,0.18380916,0.688395,0.41112992
76,0.73336095,0.6639303,0.30649722,0.6977556,0.7271062,0.18920675,0.7630078,0.723916,0.18681216,0.54860544,0.65125173,0.33152846,0.3711203,0.6878462,0.31413242,0.18649046,0.6952983,0.44432354
77,0.7286165,0.66553235,0.3323223,0.68154633,0.7084248,0.149022,0.77447146,0.710284,0.19423373,0.5526866,0.65388745,0.3185933,0.37262878,0.6965675,0.3453412,0.18290311,0.70096916,0.40296912
78,0.7157058,0.6949638,0.23413695,0.69733715,0.7247533,0.1908925,0.7640311,0.7221309,0.22452328,0.53916854,0.6666054,0.35518798,0.35840088,0.70510256,0.42285436,0.17934923,0.6971289,0.40529543
79,0.71240187,0.6936559,0.22532775,0.68003464,0.7079437,0.18435721,0.77114505,0.7075443,0.24460898,0.53952265,0.66596466,0.37027073,0.35904655,0.70547557,0.3868611,0.17724782,0.6967201,0.40438718
80,0.7153636,0.681323,0.28245255,0.6967403,0.7078302,0.1440309,0.7787761,0.6988236,0.25069988,0.5355261,0.6681723,0.36917555,0.3577643,0.6930513,0.3050591,0.17936894,0.6983601,0.34830055
81,0.7202522,0.6818869,0.24164154,0.72887623,0.73114836,0.12164558,0.7797474,0.6987531,0.2453351,0.5387409,0.6720003,0.34937176,0.3558862,0.69207203,0.25325406,0.17952377,0.70369434,0.31719688
82,0.70438,0.7046818,0.2360993,0.70523065,0.7108686,0.09735945,0.7802905,0.6980762,0.24604338,0.5425671,0.6725554,0.32904613,0.3506076,0.6987823,0.30643627,0.1736317,0.69510645,0.36794928
83,0.71776533,0.6971294,0.2107583,0.70104325,0.7046484,0.11038588,0.7802855,0.70161796,0.2787912,0.53794,0.6682153,0.33573097,0.36123776,0.7074684,0.28656974,0.1769267,0.69931424,0.43052977
84,0.70080537,0.6998173,0.24117845,0.70252395,0.7042362,0.115981184,0.7785202,0.6994511,0.28588727,0.5364064,0.66759413,0.323348,0.3455851,0.70171654,0.3216427,0.17654929,0.6933756,0.44536093
85,0.6954152,0.7041199,0.28733423,0.70748496,0.72865355,0.10771024,0.7795327,0.6997167,0.28482664,0.537297,0.6668152,0.31244862,0.3399553,0.6939861,0.38220817,0.17743933,0.69261324,0.36135206
86,0.6979375,0.7049829,0.30747357,0.70597816,0.72862136,0.11223915,0.7793777,0.6992879,0.2745367,0.5425672,0.66601145,0.3177074,0.35419947,0.69889414,0.3764176,0.17573965,0.69938296,0.43569535
87,0.698606,0.70123327,0.24751742,0.70361584,0.7079128,0.12391836,0.78180504,0.6988635,0.29323244,0.53821695,0.6667699,0.28157857,0.37512374,0.69442,0.31102937,0.17325374,0.70330095,0.31856507
88,0.6964936,0.682783,0.25398844,0.6872098,0.6833224,0.12119767,0.7708714,0.70839727,0.25259718,0.5333401,0.65065926,0.30421388,0.3574313,0.6934278,0.34502384,0.17495438,0.7017819,0.2326001
89,0.69525373,0.68198776,0.22311643,0.6904019,0.68031496,0.121170014,0.76245826,0.70733416,0.21852434,0.5308897,0.650108,0.31543374,0.3376745,0.68117183,0.35377514,0.16842884,0.68929434,0.26361322
90,0.71314335,0.6642571,0.30503052,0.7016536,0.70234793,0.16734973,0.75904405,0.74451053,0.17564954,0.5315138,0.652081,0.28443915,0.32399416,0.69508314,0.3632141,0.16431713,0.6959332,0.35355324
91,0.7125415,0.68247265,0.25854453,0.705969,0.7258758,0.14621349,0.77365196,0.7181536,0.21854502,0.52114123,0.65175533,0.2550997,0.32112005,0.66829604,0.28754827,0.17718896,0.699383,0.20836338
92,0.68887705,0.66440046,0.27470013,0.6801254,0.6820983,0.17742176,0.75971866,0.69392157,0.21311256,0.49163347,0.6311376,0.272151,0.33159348,0.6796367,0.28686157,0.24368289,0.7173561,0.07163734
93,0.6944062,0.6450126,0.32241994,0.6805072,0.67764467,0.16258311,0.7475995,0.72544193,0.111224934,0.49770385,0.63053995,0.28406549,0.31662628,0.68597174,0.31842187,0.1619035,0.6990465,0.29480097
