frame,left_shoulder_x,left_shoulder_y,left_shoulder_conf,left_hip_x,left_hip_y,left_hip_conf,left_knee_x,left_knee_y,left_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,right_hip_x,right_hip_y,right_hip_conf,right_knee_x,right_knee_y,right_knee_conf,right_ankle_x,right_ankle_y,right_ankle_conf
92,0.8157574,0.4667105,0.45612267,0.7973348,0.6343,0.61686546,0.78735155,0.7511159,0.42909595,0.8813729,0.85448426,0.45273212,0.7596098,0.4508303,0.3652676,0.7394179,0.625278,0.45569086,0.6028801,0.7098572,0.48718965,0.454549,0.82718813,0.46295702
93,0.7944092,0.46946996,0.41716883,0.78730935,0.63603204,0.49289975,0.7752106,0.75608176,0.57341886,0.8802378,0.8632218,0.4585909,0.74139476,0.44865036,0.33022466,0.73302615,0.6299989,0.4554634,0.58470434,0.71350384,0.46656713,0.43585694,0.8304676,0.48882145
94,0.7932602,0.47000918,0.42349288,0.78718543,0.6376935,0.55507237,0.77689886,0.75635254,0.58210075,0.8806329,0.8633765,0.46558604,0.7394682,0.44982755,0.3345544,0.7317764,0.63070506,0.4512317,0.5829175,0.71429414,0.49596995,0.43598813,0.83046114,0.48510742
95,0.77425385,0.48376772,0.32147238,0.7757777,0.65072656,0.5025904,0.7608301,0.7717055,0.39367196,0.8791709,0.86613894,0.46357763,0.71777284,0.47621414,0.22797784,0.7158905,0.64377666,0.38328984,0.57013947,0.7179086,0.5697755,0.42871308,0.84179294,0.58858836
96,0.7831209,0.48039502,0.4053636,0.76419675,0.6574164,0.51324683,0.7473962,0.7855975,0.49189442,0.8750052,0.86123645,0.4405457,0.7245903,0.4643771,0.38583633,0.6997194,0.6503697,0.45026216,0.5524857,0.7255503,0.45038244,0.42844385,0.8512997,0.64254385
97,0.7642654,0.50547564,0.37702265,0.7576649,0.66528106,0.45403188,0.71924424,0.79577655,0.5501388,0.8724308,0.8497484,0.37944302,0.7221875,0.492331,0.28349558,0.6988863,0.6630522,0.34977752,0.53468716,0.729179,0.43665987,0.41442809,0.850223,0.54357415
98,0.7234406,0.5096108,0.26856714,0.75032663,0.67146724,0.48402995,0.70255256,0.8033141,0.5429112,0.85196966,0.85266495,0.2687369,0.6565926,0.50740844,0.2503071,0.68016636,0.67086804,0.37505797,0.5165975,0.7298844,0.42883646,0.40335768,0.85236824,0.5336406
99,0.7109346,0.515496,0.3091466,0.7242155,0.68095756,0.45316267,0.67502606,0.8149744,0.62104964,0.8480123,0.8515381,0.24174424,0.63098633,0.50456756,0.36635008,0.64534223,0.67437613,0.46666345,0.5109541,0.7192607,0.60780245,0.3920896,0.8498645,0.57296026
100,0.70830894,0.5156031,0.3222467,0.72303337,0.6819724,0.47635543,0.6757158,0.81548643,0.6187197,0.84884405,0.85193986,0.24683473,0.6247041,0.5079119,0.39636895,0.6442431,0.6750249,0.48001897,0.5108838,0.7192027,0.6164544,0.39166066,0.84956974,0.5815944
101,0.6964086,0.51463896,0.5210555,0.715731,0.6931478,0.5871624,0.6618061,0.8259702,0.58565706,0.8405976,0.8580162,0.38007542,0.6296234,0.5063232,0.4689221,0.6437137,0.694657,0.48900375,0.49127334,0.7170391,0.56108534,0.3802126,0.85737246,0.65661615
102,0.68534344,0.48658428,0.37858906,0.70267844,0.67990416,0.62630004,0.6462419,0.83358514,0.6013341,0.8401887,0.85462296,0.4196652,0.56743187,0.5011153,0.38174647,0.607392,0.6811333,0.55560297,0.4616638,0.71965873,0.5393458,0.3796602,0.85955113,0.6668979
103,0.6544713,0.49646467,0.37766892,0.6767852,0.69764626,0.6797106,0.6332054,0.8445376,0.46972758,0.83732486,0.8457388,0.27070966,0.53779256,0.51881397,0.3661308,0.58579326,0.6948823,0.5847302,0.4348352,0.72125316,0.40056294,0.377958,0.8622638,0.6461958
104,0.6365553,0.51589,0.4011763,0.6713977,0.7079699,0.5677897,0.62220395,0.85103583,0.68082,0.8286523,0.85169053,0.38823125,0.509438,0.5318736,0.4983036,0.5816512,0.7021357,0.5947936,0.42861122,0.71811247,0.4674281,0.3780424,0.86052126,0.7222165
105,0.6448083,0.51743966,0.3885562,0.66273254,0.7084858,0.6719205,0.6145933,0.8528353,0.6540072,0.82941794,0.8507308,0.3775313,0.52094066,0.5335304,0.47199276,0.58623827,0.7058272,0.5356494,0.4217695,0.71833366,0.54322475,0.38034305,0.85974455,0.7797907
106,0.647931,0.52039796,0.44239053,0.6624472,0.7119908,0.6966012,0.61551607,0.8534864,0.6462288,0.8283652,0.8509032,0.3887333,0.5272094,0.5360204,0.50239325,0.5861755,0.708065,0.553025,0.42134973,0.71769994,0.65445024,0.38002127,0.86030054,0.7727501
107,0.61155987,0.5503777,0.5425067,0.6494482,0.7272462,0.5371551,0.6038862,0.8599434,0.51005507,0.81728125,0.85823524,0.38931033,0.5235782,0.5591306,0.5495441,0.5846988,0.7218641,0.5271953,0.41624248,0.7197827,0.45157474,0.3820455,0.8599064,0.7848854
108,0.58737576,0.544622,0.41377372,0.64913404,0.72201073,0.4916181,0.601897,0.8643178,0.5090177,0.81866544,0.8621759,0.3821978,0.47502172,0.55772513,0.24437599,0.56578565,0.71139663,0.41489497,0.40741783,0.7137412,0.5274133,0.38398024,0.86097455,0.6929315
109,0.6048002,0.53968525,0.43010467,0.6551272,0.72812814,0.58942425,0.6039978,0.86534303,0.6894727,0.81464285,0.8667051,0.41310686,0.50246966,0.54282784,0.49105853,0.5863979,0.7163238,0.5305318,0.40556192,0.7138099,0.5281289,0.38266462,0.8635032,0.7826378
110,0.6063249,0.5650264,0.4668932,0.64365244,0.7324144,0.47317922,0.5974602,0.87465924,0.688411,0.8080152,0.86595225,0.37972224,0.51544845,0.55434036,0.411068,0.56611925,0.71515125,0.49233705,0.39411253,0.71430945,0.46402463,0.38372287,0.86492133,0.72372997
111,0.5738547,0.58111566,0.32766107,0.64016867,0.74637055,0.49313855,0.60165215,0.87867993,0.5833519,0.8162589,0.86268127,0.3879862,0.4785388,0.5989667,0.36674795,0.5462635,0.7351693,0.3929568,0.388296,0.71590513,0.4558049,0.38423938,0.8644614,0.57607996
112,0.5653071,0.58292824,0.45637178,0.64108014,0.74610513,0.49705717,0.60171896,0.8787992,0.58315057,0.81664914,0.8623633,0.38342702,0.4779974,0.5987228,0.34203646,0.5593667,0.73785156,0.4249399,0.3883875,0.71718323,0.43960443,0.38403815,0.8649115,0.551664
113,0.5810303,0.585269,0.32849473,0.6421018,0.7505953,0.47635737,0.5979032,0.88234556,0.560865,0.7988715,0.86719584,0.36198762,0.5077311,0.58819807,0.39373422,0.5627271,0.7354027,0.41765565,0.3865136,0.7205851,0.42938018,0.38314176,0.86331546,0.49179292
114,0.56694686,0.59606636,0.43140736,0.64449024,0.7551061,0.47267556,0.5865525,0.88407576,0.3773528,0.7971298,0.86566085,0.3302689,0.524583,0.5930259,0.42298093,0.58875966,0.74914956,0.3060288,0.384219,0.7240324,0.26824018,0.3857617,0.8664343,0.34249932
115,0.5577202,0.5905368,0.34764808,0.6437892,0.75755775,0.5157795,0.5800785,0.8834271,0.40027684,0.38640746,0.8698689,0.4642271,0.5737908,0.58669466,0.3543452,0.63465273,0.7524833,0.31197625,0.39793095,0.7234575,0.1783908,0.38537604,0.8673522,0.28872508
116,0.53438246,0.59970194,0.41632232,0.6412116,0.7555051,0.5305122,0.5757139,0.8834469,0.3413509,0.38639364,0.8682704,0.48273736,0.55384606,0.59356964,0.43389267,0.647576,0.7523223,0.42489332,0.58349824,0.88040555,0.37073216,0.79728496,0.8623849,0.33262295
117,0.53517294,0.59854376,0.42717323,0.6427164,0.76085633,0.5358376,0.57715696,0.88651013,0.41055375,0.38417277,0.8695135,0.49758595,0.5549071,0.59245884,0.4069456,0.6459924,0.7569441,0.43268302,0.5792586,0.8828554,0.36927938,0.3855365,0.8679029,0.25067425
118,0.53056836,0.60159224,0.40144035,0.64359236,0.76056755,0.5400288,0.5773386,0.8865799,0.41713172,0.3848424,0.8699535,0.48086002,0.55386674,0.5953202,0.4228928,0.6465616,0.75659055,0.43793666,0.5771835,0.88217115,0.35349068,0.3858016,0.8683363,0.24979395
119,0.523255,0.60383964,0.419165,0.6416316,0.7615752,0.5469708,0.5736612,0.88682425,0.38199854,0.38490415,0.86982274,0.50308347,0.5546875,0.59491605,0.4150098,0.65189093,0.75717163,0.42414817,0.5780429,0.881143,0.3899067,0.38730082,0.86712575,0.2129379
120,0.5319407,0.6031232,0.3902696,0.6329776,0.7616075,0.40106687,0.5645089,0.8852374,0.2594712,0.38314766,0.86742413,0.5801157,0.5717754,0.5936893,0.42473832,0.6587004,0.7588309,0.3355709,0.5852805,0.88386714,0.41391584,0.78872335,0.86634535,0.33386168
121,0.521716,0.6047741,0.44578362,0.64262515,0.7673526,0.5041124,0.5747705,0.8906336,0.34097713,0.38460168,0.8684422,0.5430072,0.55224705,0.5922807,0.4738055,0.6512752,0.763613,0.4563867,0.5792463,0.8863766,0.4079355,0.8022864,0.865929,0.3397935
122,0.5251923,0.60700953,0.43626678,0.64846826,0.7694635,0.5016874,0.58014303,0.8948356,0.3974775,0.3873238,0.86852646,0.4264956,0.5071886,0.60289586,0.32632896,0.6331918,0.76524615,0.4011574,0.5702217,0.8886804,0.24550226,0.3862712,0.8671943,0.2996232
123,0.517793,0.60601217,0.39632818,0.64511454,0.7690985,0.47371274,0.5762408,0.89793897,0.30624422,0.3861346,0.8693909,0.5163425,0.52427214,0.6006627,0.3440951,0.6458015,0.7668187,0.40533265,0.5744121,0.89347744,0.2753274,0.38771385,0.8676531,0.26770565
124,0.5176386,0.6060937,0.3956629,0.6453769,0.76934206,0.47388008,0.5765715,0.89801705,0.31458575,0.38646883,0.86975235,0.5048351,0.5231589,0.6009738,0.34834343,0.64561135,0.7669802,0.40615338,0.5750407,0.8935663,0.27578273,0.3877403,0.8679652,0.2696633
125,0.51667196,0.59997284,0.34687158,0.6444798,0.7697172,0.43338624,0.5760178,0.89668906,0.24787602,0.38433835,0.8705229,0.54040265,0.5251104,0.59747946,0.29282653,0.6463143,0.7677638,0.36067113,0.5830844,0.89311856,0.34913933,0.38743016,0.8679267,0.24757662
126,0.5155599,0.60220313,0.38819948,0.6430541,0.76877755,0.49597558,0.5682229,0.89330643,0.21552941,0.38253045,0.8717086,0.55012095,0.5412948,0.59904873,0.4100594,0.6500986,0.765978,0.4270866,0.58399284,0.88916063,0.39596355,0.38818395,0.86828226,0.21878059
127,0.53890693,0.60059,0.5236906,0.6463043,0.76401734,0.51858604,0.5901567,0.89428467,0.5075767,0.8138586,0.8649386,0.38389307,0.52895427,0.59344566,0.48389944,0.6253235,0.75968117,0.43718004,0.38444102,0.7163452,0.2659792,0.38168162,0.8675283,0.33305895
128,0.5643475,0.60085875,0.53952736,0.6451304,0.7623887,0.52807283,0.59262073,0.89138955,0.45984262,0.81670797,0.86510265,0.3583825,0.54441833,0.59127885,0.5376124,0.61416155,0.75647753,0.35129794,0.38055122,0.71666026,0.36392534,0.3849567,0.8668231,0.36777374
129,0.5606903,0.58076334,0.37580585,0.64330024,0.75526834,0.51228434,0.60786295,0.89032406,0.5379112,0.82837456,0.85722727,0.4355103,0.5054357,0.5789536,0.31532797,0.57168144,0.7414168,0.33317485,0.3819065,0.726289,0.37502682,0.38432312,0.86593837,0.480627
130,0.5597424,0.57835054,0.33695158,0.643226,0.754502,0.50275207,0.6084267,0.89070654,0.54646,0.8275842,0.85911244,0.4393247,0.50710607,0.5725812,0.4051378,0.58552647,0.74453294,0.40449113,0.38184473,0.7265441,0.3848448,0.3838442,0.8663842,0.4674468
131,0.59247684,0.5763503,0.38243613,0.6480172,0.74703336,0.50355446,0.6204618,0.8858862,0.5778214,0.829476,0.8640663,0.4985261,0.52217966,0.5710697,0.43910515,0.57136613,0.7363033,0.38423282,0.3883748,0.7248788,0.3850335,0.38346034,0.8680972,0.58700424
132,0.58601433,0.5684836,0.4214677,0.64652264,0.7368252,0.48585898,0.6120357,0.8785767,0.551694,0.82924354,0.8672313,0.46854573,0.52887154,0.56205785,0.32593045,0.586048,0.7218288,0.4356223,0.39848718,0.7272894,0.4337127,0.38177797,0.8646536,0.6251257
133,0.62039477,0.561778,0.44505152,0.6585245,0.73095334,0.5527824,0.6140824,0.8701221,0.61826605,0.82947534,0.8680141,0.36884993,0.5659588,0.55801034,0.3896955,0.6070187,0.71878767,0.5016811,0.41373262,0.7280933,0.54005474,0.38430613,0.8638469,0.760562
134,0.65444726,0.5570811,0.37654358,0.6688587,0.72160673,0.5563039,0.61998737,0.8584072,0.5121327,0.83354515,0.86189425,0.28226277,0.5739715,0.54534274,0.40927592,0.60681784,0.7091484,0.47528446,0.42861998,0.722497,0.48883566,0.38436544,0.8658147,0.6518188
135,0.6770851,0.535922,0.2244415,0.6809447,0.68985486,0.5394194,0.6335785,0.8431575,0.48512647,0.8388583,0.8588033,0.3342471,0.57400924,0.5284696,0.3484517,0.6048763,0.68419045,0.4236251,0.43152237,0.7230785,0.534008,0.38463712,0.8671572,0.6148221
136,0.67408454,0.54149944,0.29815084,0.6802404,0.6899744,0.5447826,0.6328105,0.8403853,0.50204694,0.83950084,0.85978115,0.3302372,0.57191604,0.5357716,0.2717909,0.60466826,0.68464106,0.4215275,0.43266284,0.72279567,0.5275712,0.38459718,0.8663615,0.6203879
137,0.68914026,0.53272605,0.23034936,0.69383997,0.6882483,0.4958672,0.64756715,0.8324008,0.5460937,0.84739035,0.8548459,0.38181245,0.59632355,0.539416,0.24921437,0.61770105,0.6912854,0.43500915,0.4537191,0.717385,0.45747352,0.3885619,0.8604132,0.6039892
138,0.70530176,0.5232773,0.40598255,0.7120712,0.6776651,0.44818452,0.6654219,0.8208226,0.48078668,0.8540973,0.85622686,0.3946722,0.6107142,0.52503455,0.4330508,0.64223087,0.68110466,0.41553265,0.48690015,0.7115011,0.55453247,0.38941786,0.8581474,0.6223532
139,0.7286977,0.52669847,0.25849953,0.73228276,0.6671671,0.42990687,0.68373346,0.8036742,0.46730334,0.8626446,0.8545849,0.26586607,0.6234386,0.5525048,0.159569,0.65866655,0.6713974,0.3479202,0.51690745,0.72072697,0.5384421,0.40044641,0.8506252,0.5147498
140,0.7459854,0.49919888,0.31358075,0.7481538,0.65591496,0.5566902,0.71113247,0.7932445,0.5735526,0.8778304,0.8483441,0.28989533,0.6691282,0.4900943,0.2854708,0.67526746,0.65273654,0.47470242,0.53369707,0.7252197,0.551028,0.41904348,0.8529507,0.5092972
141,0.7682307,0.4945317,0.42585528,0.77550924,0.6536988,0.57915443,0.73269594,0.7881949,0.59186727,0.8853602,0.8557912,0.35009056,0.6921825,0.488716,0.22117913,0.7004161,0.6507759,0.47334987,0.55697405,0.7277938,0.4508717,0.43177888,0.85045564,0.6061551
142,0.767698,0.4939892,0.44558328,0.7757827,0.65490216,0.5971585,0.73187727,0.7870629,0.59113663,0.88489264,0.855531,0.3562021,0.68958247,0.48799747,0.26201543,0.6999314,0.65127194,0.48593324,0.5570991,0.72763515,0.45379636,0.4312126,0.8507236,0.6116265
143,0.77631974,0.47690684,0.4848281,0.78785366,0.6563281,0.5741621,0.7460615,0.7774472,0.4301134,0.8888649,0.8607294,0.35303983,0.71905553,0.47909367,0.42552024,0.7224445,0.6504139,0.50836384,0.58664,0.7207181,0.58074856,0.4653715,0.84876955,0.58049804
144,0.78099436,0.47871524,0.5507072,0.79663885,0.6454338,0.51513314,0.78505266,0.7666602,0.4960233,0.90395975,0.8648062,0.4276904,0.7060424,0.48994285,0.4195607,0.72677416,0.646212,0.49308097,0.6066797,0.72258395,0.39497343,0.5117147,0.8462555,0.5667686
145,0.7829921,0.47138855,0.62070173,0.80622005,0.6489441,0.5332775,0.77712345,0.74965423,0.41503143,0.9062239,0.8630738,0.39506337,0.7171675,0.48871776,0.44942555,0.7548802,0.6566431,0.5057478,0.6594099,0.70522964,0.27140197,0.90387505,0.8627082,0.27440938
146,0.7822642,0.4671135,0.51661867,0.7948536,0.642331,0.4027054,0.6695534,0.69085664,0.29815164,0.61395,0.8425021,0.451418,0.7213258,0.46668363,0.4459139,0.7667324,0.64685273,0.34963545,0.79753363,0.74659646,0.30436245,0.9061665,0.859143,0.26529387
147,0.8153278,0.51446855,0.4144755,0.8179673,0.66740704,0.41296282,0.819366,0.7635474,0.57788086,0.911873,0.86325115,0.41644883,0.74051183,0.49186695,0.38415173,0.7576231,0.6478231,0.35135013,0.6395943,0.6963507,0.5247491,0.66326636,0.84401286,0.44733194
148,0.81089634,0.50663555,0.37062064,0.8139123,0.65328574,0.45351598,0.81909466,0.76131356,0.5857095,0.91298866,0.8637294,0.4303415,0.7355521,0.48610696,0.4029839,0.753894,0.6418222,0.3162633,0.63895583,0.69526714,0.50477695,0.6640599,0.8439207,0.43596756
149,0.8111302,0.5150777,0.29284933,0.8098699,0.63914615,0.37683767,0.84387183,0.75280875,0.38285694,0.91695726,0.85777897,0.39342183,0.75636834,0.48468232,0.31415287,0.75257134,0.62765193,0.28569666,0.6631167,0.7122216,0.45677722,0.7345927,0.8394903,0.47383204
150,0.80175966,0.47309935,0.41686058,0.80182934,0.63298976,0.45429525,0.845704,0.7457251,0.31428346,0.9114169,0.86243796,0.44739893,0.7556423,0.46457,0.28742474,0.73757666,0.62897,0.38524473,0.6835102,0.7154776,0.52138686,0.77829576,0.8303661,0.40850252
151,0.79590625,0.478623,0.3556334,0.80736035,0.6416792,0.4466274,0.8316376,0.7421199,0.24440184,0.90385306,0.8585733,0.39680475,0.7533054,0.47715938,0.21017493,0.7454741,0.6365384,0.44338953,0.703549,0.7203934,0.4769768,0.810375,0.8322123,0.4053322
152,0.7962719,0.46859366,0.37587702,0.82988596,0.62160015,0.4267596,0.8291848,0.739326,0.20679182,0.8891072,0.85370487,0.27981558,0.7558075,0.46905297,0.32153216,0.79441184,0.62356824,0.3703393,0.7823334,0.739433,0.20406081,0.86553776,0.8426392,0.27466568
153,0.7528655,0.47059327,0.3803432,0.7782781,0.63594234,0.55639464,0.75377023,0.7281604,0.34168303,0.8722627,0.85203564,0.25380656,0.85598266,0.4735012,0.3240024,0.868173,0.62953186,0.46594456,0.8733244,0.73816836,0.3824003,0.906893,0.85658896,0.32332763
154,0.75399894,0.47088373,0.37828198,0.7788079,0.6361557,0.5541447,0.7540392,0.7283089,0.34197697,0.86647236,0.8494832,0.29123458,0.8577529,0.4729191,0.34141815,0.86780906,0.63014007,0.46238008,0.87246203,0.7399217,0.3753214,0.9062809,0.8561373,0.30925822
155,0.75184053,0.47694468,0.34504065,0.7825515,0.6480785,0.44184613,0.78672576,0.7184758,0.25087646,0.866748,0.8516802,0.19554086,0.8615494,0.47812924,0.30694097,0.8483254,0.6504748,0.37934387,0.8658191,0.7375526,0.29307175,0.8973967,0.84563583,0.41516355
156,0.7760296,0.47228432,0.29641545,0.7963013,0.63005024,0.4570755,0.812327,0.71925366,0.2563151,0.87677544,0.85462564,0.2736155,0.82247484,0.47137886,0.35910857,0.8233434,0.62839806,0.3931292,0.84725976,0.71775794,0.31712613,0.89083385,0.8369677,0.3242239
