frame,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_shoulder_vis,l_elbow_x,l_elbow_y,l_elbow_z,l_elbow_vis,l_wrist_x,l_wrist_y,l_wrist_z,l_wrist_vis,l_hip_x,l_hip_y,l_hip_z,l_hip_vis,l_knee_x,l_knee_y,l_knee_z,l_knee_vis,l_ankle_x,l_ankle_y,l_ankle_z,l_ankle_vis,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_shoulder_vis,r_elbow_x,r_elbow_y,r_elbow_z,r_elbow_vis,r_wrist_x,r_wrist_y,r_wrist_z,r_wrist_vis,r_hip_x,r_hip_y,r_hip_z,r_hip_vis,r_knee_x,r_knee_y,r_knee_z,r_knee_vis,r_ankle_x,r_ankle_y,r_ankle_z,r_ankle_vis
0,0.5230646133422852,0.38013380765914917,-0.08777376264333725,0.9999845027923584,0.5356243848800659,0.4615218937397003,-0.07847575098276138,0.9938095211982727,0.5314659476280212,0.5377488732337952,-0.17154769599437714,0.9843729734420776,0.5062615871429443,0.5293681025505066,-0.007229659240692854,0.9999046325683594,0.5084623694419861,0.6273514032363892,-0.1326809972524643,0.993048906326294,0.5096616744995117,0.7389271855354309,-0.01775997318327427,0.9934365749359131,0.44354575872421265,0.38633257150650024,-0.063174307346344,0.9999759197235107,0.4317288398742676,0.46452903747558594,-0.04539348930120468,0.9846680760383606,0.42816054821014404,0.5379564166069031,-0.13290183246135712,0.9772018790245056,0.45972487330436707,0.5303645730018616,0.0071282885037362576,0.9998862743377686,0.4524020552635193,0.6296379566192627,-0.08988193422555923,0.9944637417793274,0.46060195565223694,0.7353940606117249,0.025184057652950287,0.9919226169586182
1,0.5232712030410767,0.3813190460205078,-0.11340036243200302,0.9999831318855286,0.5366631150245667,0.4620617926120758,-0.09538454562425613,0.9939500093460083,0.5370408296585083,0.5377601981163025,-0.1776978224515915,0.9843022227287292,0.5062022805213928,0.5306616425514221,-0.006664502900093794,0.9998910427093506,0.509621262550354,0.6306163668632507,-0.07882406562566757,0.9930117726325989,0.5096158385276794,0.7408445477485657,0.029169755056500435,0.9933784008026123,0.4435562193393707,0.3880128264427185,-0.09406229853630066,0.9999741315841675,0.430847704410553,0.4671818017959595,-0.06720094382762909,0.9842232465744019,0.4243943691253662,0.5401377081871033,-0.14508309960365295,0.9762403964996338,0.45948103070259094,0.5310537219047546,0.006581430789083242,0.9998766183853149,0.45332199335098267,0.6301180124282837,-0.06407429277896881,0.9944639205932617,0.461943119764328,0.7361644506454468,0.04964384809136391,0.9920623898506165
2,0.523755669593811,0.38371384143829346,-0.12354116886854172,0.9999828338623047,0.5395944118499756,0.46239906549453735,-0.09899608790874481,0.9941995739936829,0.544380247592926,0.5375022292137146,-0.1770126074552536,0.984523594379425,0.5061269402503967,0.5310567021369934,-0.00581543892621994,0.999879002571106,0.5096044540405273,0.6304462552070618,-0.08661562204360962,0.9928673505783081,0.5096182227134705,0.7421799898147583,0.010215270332992077,0.9933092594146729,0.44363534450531006,0.39036375284194946,-0.10675513744354248,0.9999735951423645,0.4301859140396118,0.46814244985580444,-0.07260065525770187,0.9842239618301392,0.41764014959335327,0.5405588150024414,-0.14552338421344757,0.976080060005188,0.45931297540664673,0.5310496687889099,0.005731132347136736,0.9998694062232971,0.4539962112903595,0.6300040483474731,-0.08158407360315323,0.9944446682929993,0.46273744106292725,0.7366016507148743,0.020025216042995453,0.992124080657959
3,0.5239742398262024,0.38452035188674927,-0.12352056801319122,0.9999828338623047,0.5406021475791931,0.4625178575515747,-0.09869899600744247,0.9944450259208679,0.5464745759963989,0.5370238423347473,-0.17660106718540192,0.9848605394363403,0.5060635805130005,0.5311240553855896,-0.005532357841730118,0.9998698830604553,0.5095875859260559,0.6303225755691528,-0.0914866104722023,0.9927786588668823,0.5096181035041809,0.7427873015403748,0.003986482974141836,0.993277907371521,0.44368690252304077,0.3913685083389282,-0.1066274419426918,0.9999731779098511,0.4297335147857666,0.4687090516090393,-0.07244952023029327,0.9842173457145691,0.41585975885391235,0.5408817529678345,-0.14565791189670563,0.9759542942047119,0.4592111110687256,0.5310099124908447,0.005449619609862566,0.9998640418052673,0.45433205366134644,0.6298883557319641,-0.0920725017786026,0.9944545030593872,0.4631568193435669,0.7370188236236572,0.011049862951040268,0.992211639881134
4,0.5241578817367554,0.38516995310783386,-0.11636568605899811,0.9999831914901733,0.5424025058746338,0.46129879355430603,-0.09232240170240402,0.9946208000183105,0.5547015070915222,0.5363615155220032,-0.1591627597808838,0.984892725944519,0.5059569478034973,0.5311468243598938,-0.002945300657302141,0.9998618960380554,0.509913980960846,0.6292847394943237,-0.11391180008649826,0.9925665259361267,0.5096169114112854,0.7430325150489807,-0.04732354357838631,0.9930011630058289,0.4438526928424835,0.3917546570301056,-0.10617698729038239,0.9999739527702332,0.42694640159606934,0.4685673713684082,-0.07421733438968658,0.9847490787506104,0.405578076839447,0.5403844118118286,-0.1461544632911682,0.9762123823165894,0.4591733515262604,0.5310088396072388,0.002880150219425559,0.9998595118522644,0.45497626066207886,0.6277949810028076,-0.13104167580604553,0.994446337223053,0.4633351266384125,0.7370771169662476,-0.044971201568841934,0.9920966625213623
5,0.5242919325828552,0.3853691816329956,-0.11791884899139404,0.999984085559845,0.5446034073829651,0.45951783657073975,-0.09839347004890442,0.9948984384536743,0.5652735829353333,0.529340922832489,-0.1754000335931778,0.9856595993041992,0.5056684017181396,0.5319935083389282,-0.000653155439067632,0.9998586773872375,0.509820818901062,0.6289594769477844,-0.1455235332250595,0.9925429224967957,0.5091928243637085,0.7431163191795349,-0.08173464238643646,0.9928699731826782,0.44385045766830444,0.3918686509132385,-0.10314342379570007,0.9999744296073914,0.4233955442905426,0.46757110953330994,-0.07639068365097046,0.9852111339569092,0.39544278383255005,0.5311776995658875,-0.1501626819372177,0.9765668511390686,0.4590182602405548,0.5321637392044067,0.0006160261109471321,0.9998530149459839,0.4550333321094513,0.6278375387191772,-0.13879133760929108,0.9945024847984314,0.46328768134117126,0.7371731996536255,-0.06122510880231857,0.9919658303260803
6,0.524368405342102,0.3853486478328705,-0.13633868098258972,0.9999847412109375,0.548865020275116,0.4522508382797241,-0.13234341144561768,0.9951536655426025,0.5738201141357422,0.5122659206390381,-0.2313334196805954,0.9862536787986755,0.5055227279663086,0.532156765460968,-0.0011638232972472906,0.9998461008071899,0.5091992020606995,0.6287673115730286,-0.1539101004600525,0.9923876523971558,0.5088605880737305,0.7431164383888245,-0.09761472046375275,0.992843508720398,0.44388478994369507,0.39153414964675903,-0.11286499351263046,0.9999732971191406,0.419111043214798,0.46270498633384705,-0.08648059517145157,0.9857618808746338,0.38570326566696167,0.5224140882492065,-0.1586904674768448,0.9769099354743958,0.4587912857532501,0.5322198271751404,0.0011157381813973188,0.9998225569725037,0.4550013542175293,0.6279538869857788,-0.10622892528772354,0.9942463636398315,0.4632481336593628,0.7373661398887634,-0.02622288092970848,0.9914576411247253
7,0.5243678689002991,0.3846144378185272,-0.1595507115125656,0.9999834895133972,0.5542793273925781,0.44685786962509155,-0.1493353545665741,0.9954105615615845,0.5867329239845276,0.5038865804672241,-0.23616309463977814,0.9867684245109558,0.5051536560058594,0.5318731069564819,-0.0013200504472479224,0.9997942447662354,0.5085533261299133,0.6297104358673096,-0.05461544916033745,0.992283821105957,0.508815586566925,0.743110716342926,0.024137863889336586,0.9929057955741882,0.44390830397605896,0.38945472240448,-0.13964635133743286,0.9999695420265198,0.41446495056152344,0.4555666148662567,-0.11295272409915924,0.9860886931419373,0.37595251202583313,0.5093268156051636,-0.19220378994941711,0.9767496585845947,0.4587758481502533,0.5315043330192566,0.0013373454567044973,0.9997864961624146,0.4550417363643646,0.6297479867935181,-0.055062782019376755,0.9941960573196411,0.463217556476593,0.7384322285652161,0.038516443222761154,0.9915860891342163
8,0.5238046646118164,0.380828320980072,-0.19089646637439728,0.9999831914901733,0.5601527094841003,0.4354727864265442,-0.1933353692293167,0.9957555532455444,0.5989118218421936,0.49394163489341736,-0.28932836651802063,0.9875668883323669,0.504547119140625,0.5303924083709717,-0.0030060922726988792,0.9997466206550598,0.5078030824661255,0.6293553709983826,-0.056683797389268875,0.9923286437988281,0.5088213086128235,0.7430877685546875,0.023402128368616104,0.9931117296218872,0.44287359714508057,0.38549908995628357,-0.16227494180202484,0.9999663829803467,0.4072638154029846,0.44829538464546204,-0.13577096164226532,0.9868447184562683,0.3621126413345337,0.4966495931148529,-0.21894660592079163,0.9777626395225525,0.4585922956466675,0.529872477054596,0.003108928445726633,0.9997380375862122,0.45505422353744507,0.6296482682228088,-0.047821205109357834,0.9940902590751648,0.4626283347606659,0.7391982674598694,0.04757682979106903,0.9917712211608887
9,0.5233814716339111,0.3787073493003845,-0.19161701202392578,0.9999825954437256,0.5608893632888794,0.43271589279174805,-0.19588437676429749,0.9960610270500183,0.598838210105896,0.4905503988265991,-0.29248812794685364,0.9882956743240356,0.504284679889679,0.5295180082321167,-0.0044224741868674755,0.999686062335968,0.5072088241577148,0.6292805075645447,-0.04506254568696022,0.9923773407936096,0.508823037147522,0.7430484890937805,0.0394437201321125,0.9932805299758911,0.4423410892486572,0.3838992416858673,-0.16188475489616394,0.9999626874923706,0.4052411615848541,0.44587498903274536,-0.13544997572898865,0.9874855279922485,0.3608221709728241,0.4938197433948517,-0.21760310232639313,0.978619396686554,0.45851510763168335,0.5290335416793823,0.00455952575430274,0.9996880888938904,0.45505285263061523,0.6297283172607422,-0.04159281775355339,0.9940340518951416,0.46236297488212585,0.7398763298988342,0.05578768625855446,0.9920154809951782
