frame,shoulder_x,shoulder_y,shoulder_z,shoulder_vis,elbow_x,elbow_y,elbow_z,elbow_vis,wrist_x,wrist_y,wrist_z,wrist_vis,hip_x,hip_y,hip_z,hip_vis,knee_x,knee_y,knee_z,knee_vis,ankle_x,ankle_y,ankle_z,ankle_vis
0,0.7354232668876648,0.3606127202510834,0.223968967795372,0.9985359907150269,0.7391200065612793,0.3454223871231079,0.12930190563201904,0.22815664112567902,0.7619002461433411,0.3470635414123535,0.08143409341573715,0.23300398886203766,0.6954303979873657,0.3630048334598541,-0.05198349431157112,0.9998631477355957,0.7039003372192383,0.4570026993751526,-0.14009690284729004,0.9867537617683411,0.7042604088783264,0.6436286568641663,-0.16172021627426147,0.986838161945343
3,0.7287874221801758,0.3607132136821747,0.24932968616485596,0.9986124634742737,0.7421711087226868,0.35658514499664307,0.1791849136352539,0.24409346282482147,0.7675654292106628,0.3618597686290741,0.18156388401985168,0.24692998826503754,0.6939358711242676,0.3631931245326996,-0.049979668110609055,0.9998687505722046,0.6931619644165039,0.4687463641166687,-0.11879929900169373,0.9869118332862854,0.7005647420883179,0.6394422054290771,-0.15069355070590973,0.9871405959129333
5,0.7088416218757629,0.39208412170410156,-0.3643714487552643,0.9977608323097229,0.6841307878494263,0.5243927240371704,-0.35350117087364197,0.26851433515548706,0.6935818791389465,0.6515387892723083,-0.38769015669822693,0.2810683250427246,0.6832905411720276,0.33216148614883423,-0.0028042467311024666,0.9997630715370178,0.7006672620773315,0.4061588943004608,0.09710480272769928,0.9173622727394104,0.7449780702590942,0.4695756435394287,0.2841493785381317,0.925709068775177
6,0.7070310115814209,0.3859477937221527,-0.42427828907966614,0.9976776242256165,0.6787840127944946,0.47940513491630554,-0.4688633680343628,0.28828001022338867,0.6790003776550293,0.581841230392456,-0.5991100072860718,0.3157651722431183,0.6832976937294006,0.32329416275024414,-0.0064841872081160545,0.9997252225875854,0.6819899678230286,0.2915003299713135,0.16205044090747833,0.8608623147010803,0.7134780883789062,0.2761583626270294,0.4661366939544678,0.8646741509437561
8,0.6954132914543152,0.44249480962753296,-0.40831971168518066,0.997513473033905,0.681480884552002,0.5922353863716125,-0.41688838601112366,0.35455548763275146,0.7124377489089966,0.748045802116394,-0.48912400007247925,0.38259032368659973,0.6803364753723145,0.3364712595939636,0.007852993905544281,0.999686062335968,0.7047939896583557,0.3499583303928375,0.12271864712238312,0.8151944279670715,0.73161780834198,0.3101494014263153,0.4097498059272766,0.8063943982124329
9,0.7019851207733154,0.3728424906730652,-0.3498280346393585,0.9976030588150024,0.6468068957328796,0.3982820510864258,-0.30433565378189087,0.4072037935256958,0.588274359703064,0.42432698607444763,-0.30887046456336975,0.43088290095329285,0.6869693398475647,0.3158355951309204,-0.015451911836862564,0.9993920922279358,0.7054418921470642,0.3499718904495239,0.09076327085494995,0.789191722869873,0.732809841632843,0.27844613790512085,0.3216986358165741,0.76274573802948
10,0.7137183547019958,0.3736640214920044,-0.2717861235141754,0.9977492094039917,0.6454892158508301,0.38196703791618347,-0.21568429470062256,0.4220186471939087,0.577637255191803,0.4126502275466919,-0.1868649572134018,0.4377936124801636,0.697102427482605,0.31798481941223145,-0.010524924844503403,0.9993422627449036,0.7249866724014282,0.4457276165485382,0.07592315226793289,0.759903609752655,0.7448785901069641,0.521327793598175,0.20017722249031067,0.7519785761833191
11,0.7102470397949219,0.3744564950466156,-0.30783429741859436,0.9976472854614258,0.6492950916290283,0.42509156465530396,-0.27288618683815,0.4495618939399719,0.6282917261123657,0.4941924810409546,-0.2941594421863556,0.47928473353385925,0.6948801279067993,0.30066126585006714,-0.018609341233968735,0.9992178678512573,0.7136977314949036,0.3697981536388397,0.12376899272203445,0.7184817790985107,0.7284905910491943,0.27454015612602234,0.2799217998981476,0.7093020081520081
12,0.7087973952293396,0.35910436511039734,-0.32410910725593567,0.9975067973136902,0.6356781721115112,0.38515111804008484,-0.30531248450279236,0.49099189043045044,0.5897313952445984,0.4553721249103546,-0.3365057408809662,0.5194639563560486,0.6964408159255981,0.2701271176338196,-0.020829522982239723,0.9988881349563599,0.7128075361251831,0.2804569900035858,0.16616025567054749,0.6676878929138184,0.7207697629928589,0.19371865689754486,0.3502099812030792,0.6585636734962463
13,0.7151034474372864,0.3642492890357971,-0.3373165726661682,0.997204065322876,0.6701019406318665,0.47170165181159973,-0.3349003195762634,0.5028762817382812,0.6755748391151428,0.5960415005683899,-0.372213214635849,0.5470845103263855,0.696448802947998,0.27670833468437195,-0.019811881706118584,0.9988574385643005,0.678671658039093,0.3412103056907654,0.07779674977064133,0.6244083046913147,0.6935667395591736,0.21934792399406433,0.2948898375034332,0.6132409572601318
14,0.714560329914093,0.36980944871902466,-0.28290170431137085,0.9970980286598206,0.6795036792755127,0.44375017285346985,-0.2896229326725006,0.499482661485672,0.6871106624603271,0.5337288975715637,-0.3458400368690491,0.5532702207565308,0.6954565048217773,0.29970985651016235,-0.019208094105124474,0.9986963272094727,0.6706463098526001,0.4193268120288849,0.030531970784068108,0.5952101349830627,0.6958081722259521,0.4463063180446625,0.21776804327964783,0.5737191438674927
