frame,shoulder_x,shoulder_y,shoulder_z,shoulder_vis,hip_x,hip_y,hip_z,hip_vis,knee_x,knee_y,knee_z,knee_vis,ankle_x,ankle_y,ankle_z,ankle_vis
0,0.4500397741794586,0.29378649592399597,-0.23317475616931915,0.9993651509284973,0.4927253723144531,0.5464312434196472,-0.13027575612068176,0.999035120010376,0.4231538772583008,0.7257860898971558,-0.15201488137245178,0.9769709706306458,0.46414995193481445,0.9289448857307434,-0.0896608904004097,0.9900311231613159
1,0.4501888155937195,0.2928416430950165,-0.2330438792705536,0.9994094967842102,0.4926815629005432,0.537431001663208,-0.12743990123271942,0.9990296959877014,0.4232145845890045,0.7247352600097656,-0.11140026152133942,0.9775354862213135,0.46354883909225464,0.9275978803634644,-0.023131493479013443,0.990385115146637
2,0.4518393874168396,0.28631165623664856,-0.23835749924182892,0.9994548559188843,0.4922603964805603,0.5307783484458923,-0.12621797621250153,0.9990132451057434,0.4239453673362732,0.7238604426383972,-0.10174542665481567,0.977767825126648,0.4634281098842621,0.9267457127571106,-0.013999983668327332,0.9906041026115417
3,0.45329031348228455,0.27760693430900574,-0.25829392671585083,0.99949049949646,0.4906550943851471,0.5251244902610779,-0.12513276934623718,0.9989743232727051,0.4250775873661041,0.7220151424407959,-0.08696647733449936,0.9777449369430542,0.463355153799057,0.9243939518928528,0.011556783691048622,0.9908088445663452
4,0.45599260926246643,0.27008169889450073,-0.25659769773483276,0.9995253682136536,0.4884708821773529,0.5176845192909241,-0.12382235378026962,0.9989275932312012,0.42726215720176697,0.7205868363380432,-0.07461751997470856,0.9773614406585693,0.46334534883499146,0.9237470030784607,0.025041555985808372,0.9908310174942017
5,0.4574004113674164,0.26416438817977905,-0.2541681230068207,0.9995663166046143,0.48486027121543884,0.5125710964202881,-0.12390925735235214,0.998954713344574,0.42972373962402344,0.7194699048995972,-0.07538724690675735,0.9767023324966431,0.4635883867740631,0.9238489866256714,0.012904067523777485,0.9910016655921936
6,0.4588107168674469,0.2589500844478607,-0.25311079621315,0.9996051788330078,0.4801812767982483,0.5100131630897522,-0.12409566342830658,0.9990051984786987,0.43268123269081116,0.7186225652694702,-0.06701253354549408,0.9759874939918518,0.46374136209487915,0.9239180088043213,0.019368525594472885,0.9910385012626648
7,0.45832961797714233,0.25478166341781616,-0.23691265285015106,0.9996371865272522,0.4761950373649597,0.5079411268234253,-0.12411872297525406,0.9990218281745911,0.4345525801181793,0.7161092758178711,-0.0664329081773758,0.9745661616325378,0.4649509787559509,0.9232832789421082,0.011341442354023457,0.9906356930732727
8,0.4579560160636902,0.2517622113227844,-0.2341189682483673,0.9996615052223206,0.47400468587875366,0.5060619711875916,-0.12360535562038422,0.9990376830101013,0.4366014897823334,0.7137597799301147,-0.07907149195671082,0.9736230373382568,0.4659505784511566,0.9235701560974121,-0.02438214235007763,0.9904783964157104
9,0.4577674865722656,0.24981653690338135,-0.23236043751239777,0.9996843338012695,0.47110843658447266,0.5027728080749512,-0.12252086400985718,0.9990788102149963,0.4384249746799469,0.7125767469406128,-0.10692755877971649,0.9714344143867493,0.4663710594177246,0.9240654110908508,-0.08595027029514313,0.9899582266807556
10,0.4577491879463196,0.24791334569454193,-0.23265142738819122,0.9996930956840515,0.46790632605552673,0.4981541633605957,-0.11963997781276703,0.9990970492362976,0.441432386636734,0.7116442918777466,-0.1156543716788292,0.9657753109931946,0.46699053049087524,0.924376368522644,-0.09827127307653427,0.9879646301269531
11,0.45818892121315,0.24184834957122803,-0.23647180199623108,0.9997086524963379,0.46447762846946716,0.4949364960193634,-0.11808973550796509,0.9991174340248108,0.44308847188949585,0.7090246081352234,-0.1154177337884903,0.9602408409118652,0.4674912393093109,0.9244743585586548,-0.09351752698421478,0.9859457612037659
12,0.4580939710140228,0.23724153637886047,-0.3058426082134247,0.9997339844703674,0.4604683816432953,0.4904937744140625,-0.11863245815038681,0.9991458058357239,0.44610318541526794,0.7062330842018127,-0.11305151134729385,0.9557278156280518,0.4674193263053894,0.9221392869949341,-0.08099211752414703,0.984309196472168
13,0.45679551362991333,0.2350287139415741,-0.3116998076438904,0.9997579455375671,0.4580652117729187,0.48830193281173706,-0.11861995607614517,0.9991360902786255,0.4470386505126953,0.705755352973938,-0.08958874642848969,0.9510800838470459,0.4664955735206604,0.9222331643104553,-0.01824844256043434,0.9825730323791504
14,0.45565733313560486,0.23377765715122223,-0.3111754357814789,0.9997802376747131,0.45558643341064453,0.48652490973472595,-0.11750714480876923,0.9991111159324646,0.44678670167922974,0.704529881477356,-0.08513190597295761,0.9479928016662598,0.4664579927921295,0.922260046005249,-0.008812176063656807,0.9802383780479431
15,0.45422640442848206,0.2310457080602646,-0.30737000703811646,0.9998012185096741,0.4537331461906433,0.4835466146469116,-0.11706644296646118,0.9991087913513184,0.44673532247543335,0.7023102045059204,-0.08653466403484344,0.9465693235397339,0.46613359451293945,0.9220170974731445,-0.012526500038802624,0.9784626960754395
16,0.4527219831943512,0.23068316280841827,-0.29743582010269165,0.9998202919960022,0.4530962407588959,0.48369988799095154,-0.11711456626653671,0.9991317391395569,0.4465414583683014,0.6984977126121521,-0.10020573437213898,0.9462245106697083,0.4660390019416809,0.9195969700813293,-0.031888969242572784,0.9770891070365906
17,0.45060762763023376,0.2326568216085434,-0.3011760413646698,0.999837338924408,0.45097774267196655,0.4855228364467621,-0.11667376756668091,0.9991478323936462,0.44739237427711487,0.6984504461288452,-0.099978968501091,0.9458853602409363,0.466707319021225,0.9202587604522705,-0.04092246666550636,0.9765802621841431
18,0.4494968056678772,0.23143331706523895,-0.3039860725402832,0.9998530745506287,0.4510520100593567,0.4866628348827362,-0.1167706698179245,0.999164342880249,0.4478576183319092,0.6984648108482361,-0.08266191929578781,0.947218656539917,0.46680617332458496,0.9206138849258423,-0.016422297805547714,0.9767239093780518
19,0.4497593939304352,0.22936195135116577,-0.3102343678474426,0.9998669624328613,0.45109009742736816,0.4871942400932312,-0.11508890241384506,0.9991846084594727,0.44844192266464233,0.6986637711524963,-0.07308393716812134,0.9484577178955078,0.4667935371398926,0.9205784201622009,-0.004326916299760342,0.9769357442855835
20,0.44995611906051636,0.22841177880764008,-0.30840760469436646,0.9998795390129089,0.45143380761146545,0.4866587221622467,-0.11361907422542572,0.9992049336433411,0.4483659267425537,0.6989485025405884,-0.07566334307193756,0.9499223232269287,0.4670713543891907,0.9206376671791077,-0.009413274005055428,0.977074146270752
21,0.44991880655288696,0.22869758307933807,-0.3054530918598175,0.9998903274536133,0.45101308822631836,0.4866907000541687,-0.11194536834955215,0.9991819262504578,0.4484825134277344,0.6980637311935425,-0.07468325644731522,0.9499536752700806,0.4670606255531311,0.9206703901290894,-0.008672812953591347,0.9764251112937927
22,0.44961103796958923,0.22930528223514557,-0.3106207847595215,0.9999002814292908,0.4502639174461365,0.4869643747806549,-0.11177843809127808,0.9991864562034607,0.4486784338951111,0.6981194019317627,-0.07289592921733856,0.9507030248641968,0.4671938419342041,0.921101987361908,-0.008946103043854237,0.9764840602874756
23,0.4495883584022522,0.22921249270439148,-0.3107309937477112,0.9999094605445862,0.45048660039901733,0.486884742975235,-0.11187350749969482,0.9991959929466248,0.4487066864967346,0.6978744864463806,-0.0736839696764946,0.9513432383537292,0.46725720167160034,0.9211981296539307,-0.011132549494504929,0.9764382839202881
24,0.45043548941612244,0.2286616712808609,-0.31367701292037964,0.9999178647994995,0.4505541920661926,0.4867404103279114,-0.11204993724822998,0.9992022514343262,0.44861477613449097,0.6979897618293762,-0.06907831877470016,0.9517390131950378,0.4672521948814392,0.921272873878479,-0.001699579181149602,0.9761159420013428
25,0.45068201422691345,0.2287735641002655,-0.31851938366889954,0.9999254941940308,0.45109230279922485,0.4873347878456116,-0.11219801753759384,0.9992173910140991,0.4485633969306946,0.6983294486999512,-0.06438668072223663,0.9524483680725098,0.4672366976737976,0.9213881492614746,0.00901629775762558,0.9761300086975098
26,0.45034360885620117,0.2303421050310135,-0.31941866874694824,0.999932587146759,0.4511812627315521,0.49081218242645264,-0.11529739946126938,0.9992409944534302,0.4484785497188568,0.7003591656684875,-0.06376759707927704,0.9535501003265381,0.4672333300113678,0.9220077395439148,0.010683806613087654,0.9767020344734192
27,0.44994306564331055,0.23345915973186493,-0.3200860023498535,0.9999385476112366,0.45396894216537476,0.490876168012619,-0.11738058179616928,0.9992472529411316,0.44756197929382324,0.6999814510345459,-0.08085986226797104,0.9536274671554565,0.46723002195358276,0.9223312139511108,-0.02274715155363083,0.9769417643547058
28,0.4500424861907959,0.23371747136116028,-0.31996676325798035,0.9999443292617798,0.45759230852127075,0.49094241857528687,-0.12410386651754379,0.9992825388908386,0.4468526840209961,0.701684296131134,-0.09950219839811325,0.9549815058708191,0.4672700762748718,0.9230552911758423,-0.042885877192020416,0.9778844714164734
29,0.45070165395736694,0.23396266996860504,-0.32665520906448364,0.9999492764472961,0.45944952964782715,0.4909428358078003,-0.12463370710611343,0.9992876052856445,0.4458971619606018,0.705613911151886,-0.08533690124750137,0.9554487466812134,0.46721959114074707,0.9235410690307617,0.001808899687603116,0.9783805012702942
30,0.4515421986579895,0.23810975253582,-0.33889204263687134,0.9999528527259827,0.4647316038608551,0.4909672737121582,-0.12515415251255035,0.9992728233337402,0.44414931535720825,0.7074076533317566,-0.07537837326526642,0.9547275304794312,0.4667712152004242,0.9247896671295166,0.020028529688715935,0.978701651096344
31,0.4515354633331299,0.24428614974021912,-0.33267542719841003,0.9999545216560364,0.4651387631893158,0.4914226531982422,-0.12500500679016113,0.9992378354072571,0.4421561658382416,0.7080116868019104,-0.07722101360559464,0.9510568380355835,0.466197669506073,0.9260739088058472,0.0097251171246171,0.9778911471366882
32,0.4520777761936188,0.245634064078331,-0.32660627365112305,0.9999548196792603,0.46757668256759644,0.49293988943099976,-0.12700611352920532,0.9992362260818481,0.4396611154079437,0.7085112929344177,-0.10883994400501251,0.9492415189743042,0.4661993980407715,0.9276745915412903,-0.040508635342121124,0.9776688814163208
33,0.45216530561447144,0.2520448863506317,-0.30018162727355957,0.9999546408653259,0.47211018204689026,0.5013999342918396,-0.13148292899131775,0.9992397427558899,0.4378231167793274,0.7129713296890259,-0.11101050674915314,0.9480460286140442,0.46617621183395386,0.928560197353363,-0.03551846370100975,0.9779250621795654
34,0.45252475142478943,0.2586815655231476,-0.297941118478775,0.9999561905860901,0.4764217734336853,0.5120939612388611,-0.13371038436889648,0.9992586970329285,0.4353565275669098,0.7149916887283325,-0.10688183456659317,0.946369469165802,0.46615758538246155,0.9301209449768066,-0.03426921367645264,0.9783937931060791
35,0.45268550515174866,0.2680181860923767,-0.2860114276409149,0.9999540448188782,0.4816315770149231,0.5208815336227417,-0.13370397686958313,0.9992800354957581,0.43218979239463806,0.7164063453674316,-0.10765255987644196,0.946865439414978,0.4658413529396057,0.9300744533538818,-0.03231367841362953,0.9792858958244324
36,0.4531346261501312,0.2732178270816803,-0.2935124635696411,0.9999513030052185,0.48611345887184143,0.5260373950004578,-0.1358552724123001,0.9993098378181458,0.43072518706321716,0.7178110480308533,-0.09455026686191559,0.9483829140663147,0.46527719497680664,0.9288719892501831,0.014764917083084583,0.9803889393806458
37,0.45380815863609314,0.28424426913261414,-0.2868099808692932,0.9999439716339111,0.49096107482910156,0.531722903251648,-0.13621464371681213,0.9993300437927246,0.42919841408729553,0.7181002497673035,-0.09505238384008408,0.9498404264450073,0.46527424454689026,0.9284071922302246,0.002668205415830016,0.9813991785049438
38,0.45380282402038574,0.29198360443115234,-0.2817687392234802,0.9999403357505798,0.4918704032897949,0.539072573184967,-0.13775360584259033,0.9993377327919006,0.425792932510376,0.7198972702026367,-0.08914580196142197,0.9514592289924622,0.46537718176841736,0.9268748760223389,0.026943381875753403,0.9822667241096497
39,0.4537777006626129,0.3001292049884796,-0.2732258439064026,0.9999284744262695,0.49427175521850586,0.5475261807441711,-0.13682447373867035,0.9993333220481873,0.4235871732234955,0.7218901515007019,-0.07851138710975647,0.9526602625846863,0.46537041664123535,0.9258385300636292,0.039208196103572845,0.9829568862915039
40,0.4529634416103363,0.30842825770378113,-0.27333253622055054,0.9999205470085144,0.4962158203125,0.552196204662323,-0.13641153275966644,0.9993208646774292,0.4226953387260437,0.7251836061477661,-0.08145880699157715,0.9537313580513,0.4653579592704773,0.9258469343185425,0.02732112444937229,0.9835243225097656
41,0.45204704999923706,0.31815430521965027,-0.2652842402458191,0.9998714327812195,0.4986569881439209,0.5589314103126526,-0.1348263919353485,0.9992362856864929,0.42118221521377563,0.7275734543800354,-0.08450300991535187,0.9541930556297302,0.4653089940547943,0.9258497357368469,0.025891577824950218,0.9838094115257263
42,0.451345294713974,0.32590386271476746,-0.25597551465034485,0.9998488426208496,0.5015310049057007,0.5641921758651733,-0.13230778276920319,0.9992320537567139,0.42066773772239685,0.7307741641998291,-0.0875600203871727,0.9558542966842651,0.46513447165489197,0.92649245262146,0.021103385835886,0.9846101999282837
43,0.4513656198978424,0.3302801251411438,-0.2554577887058258,0.9998095035552979,0.5037513971328735,0.5707612633705139,-0.1305331289768219,0.9992355108261108,0.4200926721096039,0.7329601049423218,-0.09478633105754852,0.9574735164642334,0.465066522359848,0.9265919923782349,0.004852966871112585,0.9853412508964539
44,0.4508468210697174,0.33585721254348755,-0.2376275509595871,0.9997795820236206,0.50443035364151,0.5752629041671753,-0.12770164012908936,0.9992609024047852,0.4198433756828308,0.7333053350448608,-0.10430463403463364,0.9595144391059875,0.4648979604244232,0.9266626834869385,-0.021323833614587784,0.9860667586326599
45,0.4500492513179779,0.344837486743927,-0.23690477013587952,0.9997049570083618,0.505050778388977,0.5842059850692749,-0.12470129877328873,0.9992839097976685,0.4187198579311371,0.7346405982971191,-0.1046840101480484,0.9612458348274231,0.46478110551834106,0.9263899922370911,-0.017391767352819443,0.9866361618041992
46,0.4489428400993347,0.3503260016441345,-0.22430329024791718,0.9996277093887329,0.505801260471344,0.5898920297622681,-0.12408081442117691,0.9993263483047485,0.4171977937221527,0.7362132668495178,-0.10945431143045425,0.9628233313560486,0.4645076394081116,0.9254692196846008,-0.022484511137008667,0.9871798157691956
47,0.44898802042007446,0.3579553961753845,-0.22028250992298126,0.9995650053024292,0.5071612596511841,0.5952799916267395,-0.12419029325246811,0.9993749260902405,0.4170243740081787,0.736163318157196,-0.13288161158561707,0.9644607901573181,0.46457639336586,0.9254196882247925,-0.059911735355854034,0.9877912402153015
48,0.44905298948287964,0.36514443159103394,-0.22860202193260193,0.9994754195213318,0.5076302289962769,0.6023254990577698,-0.12441065162420273,0.9994165897369385,0.41583260893821716,0.7382545471191406,-0.12123905122280121,0.9657021760940552,0.4646294116973877,0.925823450088501,-0.03720291331410408,0.9881186485290527
49,0.44839954376220703,0.3698531985282898,-0.22869758307933807,0.999400794506073,0.5078385472297668,0.6093096137046814,-0.12454162538051605,0.9994598031044006,0.41455546021461487,0.7388331294059753,-0.11884739249944687,0.9671401381492615,0.46497049927711487,0.9266263246536255,-0.03147806227207184,0.9884793162345886
50,0.44748741388320923,0.3752672076225281,-0.2266039401292801,0.9993610382080078,0.508163332939148,0.6157068610191345,-0.12379751354455948,0.9994999170303345,0.41329264640808105,0.7396264672279358,-0.11638306081295013,0.9683130979537964,0.4647364020347595,0.9273701310157776,-0.027604689821600914,0.9887756109237671
51,0.44692882895469666,0.38218235969543457,-0.22933033108711243,0.9993195533752441,0.5086683034896851,0.6230465769767761,-0.12332627922296524,0.9995365142822266,0.412541002035141,0.7410507798194885,-0.11497719585895538,0.9693715572357178,0.46526581048965454,0.9282800555229187,-0.01555769331753254,0.9889071583747864
52,0.4465489387512207,0.3919868469238281,-0.23148886859416962,0.9993144273757935,0.5105487108230591,0.6304760575294495,-0.12309984862804413,0.9995704889297485,0.4126843512058258,0.7410292625427246,-0.11749313026666641,0.9704367518424988,0.4652954638004303,0.9282671809196472,-0.015698587521910667,0.989029586315155
53,0.44664207100868225,0.4014083445072174,-0.2317105084657669,0.9992973208427429,0.5116840600967407,0.637183666229248,-0.12316127121448517,0.9995954036712646,0.41243618726730347,0.7406582236289978,-0.1277514398097992,0.9715237617492676,0.4653436243534088,0.9281845092773438,-0.01873246766626835,0.9892234802246094
54,0.44671469926834106,0.4090937674045563,-0.23762483894824982,0.9992823004722595,0.5127849578857422,0.6416497826576233,-0.1234632357954979,0.9996097087860107,0.41201964020729065,0.7404176592826843,-0.13201972842216492,0.9726602435112,0.4656848907470703,0.9281122088432312,-0.019452128559350967,0.9894959330558777
55,0.446765661239624,0.4169602692127228,-0.23781295120716095,0.9992331266403198,0.5132909417152405,0.646523118019104,-0.12338610738515854,0.9996076822280884,0.4121062755584717,0.7402328252792358,-0.1394951194524765,0.9734306931495667,0.46573489904403687,0.928102433681488,-0.028969943523406982,0.9895307421684265
56,0.44680747389793396,0.4236971437931061,-0.26382187008857727,0.9992151856422424,0.5136800408363342,0.6512559652328491,-0.12335637956857681,0.9996040463447571,0.4120250344276428,0.7400968670845032,-0.14415492117404938,0.9736392498016357,0.4657345712184906,0.9280945658683777,-0.03184262290596962,0.9894872903823853
57,0.44662562012672424,0.4271135926246643,-0.2611503005027771,0.9991970062255859,0.5142595767974854,0.6541020274162292,-0.12315697968006134,0.9995892643928528,0.4121241569519043,0.7400530576705933,-0.1517311930656433,0.9734092950820923,0.46573352813720703,0.9282280802726746,-0.049089185893535614,0.9892816543579102
58,0.4462626874446869,0.4313580393791199,-0.26504945755004883,0.9991709589958191,0.515008270740509,0.6563817858695984,-0.12183381617069244,0.9995695948600769,0.41219377517700195,0.7400099039077759,-0.15492559969425201,0.9734514355659485,0.4657354950904846,0.9282344579696655,-0.05238882452249527,0.9889692664146423
59,0.4454754889011383,0.4313909411430359,-0.2605128884315491,0.9991418123245239,0.5153452157974243,0.6563044190406799,-0.11986760050058365,0.9995577335357666,0.4122544229030609,0.7400504946708679,-0.164027139544487,0.9740211367607117,0.4658466875553131,0.9279460310935974,-0.07218041270971298,0.9889017343521118
60,0.445181280374527,0.4338536262512207,-0.258603572845459,0.99912428855896,0.5156590938568115,0.6570661067962646,-0.11806261539459229,0.9995586276054382,0.412367582321167,0.7400440573692322,-0.176401287317276,0.9750030040740967,0.46571141481399536,0.9277282953262329,-0.09711119532585144,0.9890209436416626
61,0.44514602422714233,0.433393657207489,-0.250750869512558,0.9991057515144348,0.5159503817558289,0.6570066809654236,-0.1178242564201355,0.9995598793029785,0.4124239981174469,0.7401009202003479,-0.16871336102485657,0.9757586121559143,0.4656543731689453,0.9274860620498657,-0.08077002316713333,0.9890025854110718
62,0.4449394643306732,0.43306368589401245,-0.2505131661891937,0.9990864992141724,0.5157979726791382,0.6564494967460632,-0.1174904927611351,0.9995632767677307,0.41246089339256287,0.7402740716934204,-0.1661856472492218,0.9767308831214905,0.4655969738960266,0.9268824458122253,-0.06128796935081482,0.9891281723976135
63,0.44410473108291626,0.4316057860851288,-0.2502077519893646,0.9990807175636292,0.515677273273468,0.6552049517631531,-0.11767341941595078,0.9995715022087097,0.41249409317970276,0.7402985692024231,-0.16589738428592682,0.9776619672775269,0.4656164050102234,0.926904022693634,-0.07699614763259888,0.9893573522567749
64,0.4439906179904938,0.43028029799461365,-0.2490973174571991,0.999071478843689,0.5156149864196777,0.6543713212013245,-0.11769983917474747,0.9995709657669067,0.4125598967075348,0.740343451499939,-0.16292978823184967,0.9781925678253174,0.4655598998069763,0.9269041419029236,-0.07089672982692719,0.9894558191299438
65,0.4442139267921448,0.4298560321331024,-0.24455371499061584,0.9990672469139099,0.5155388712882996,0.6539146304130554,-0.11830013990402222,0.999574601650238,0.4125886559486389,0.7402949929237366,-0.1664303094148636,0.9787840247154236,0.4655592441558838,0.9268921613693237,-0.0838572308421135,0.9896489977836609
66,0.44545412063598633,0.4248318672180176,-0.24217382073402405,0.9990623593330383,0.5153577923774719,0.6485476493835449,-0.11851958185434341,0.9995817542076111,0.41283655166625977,0.7401837110519409,-0.18472762405872345,0.9792900085449219,0.46555835008621216,0.9268906712532043,-0.11663611233234406,0.9898058772087097
67,0.4455797076225281,0.4191533327102661,-0.25129252672195435,0.9990640878677368,0.5152249932289124,0.6430584192276001,-0.11891446262598038,0.999579906463623,0.4129483699798584,0.7399901747703552,-0.17760473489761353,0.9796113967895508,0.46555742621421814,0.9268853664398193,-0.09904874116182327,0.9898533225059509
68,0.4456765055656433,0.4082110822200775,-0.2317584753036499,0.9990543127059937,0.5141468048095703,0.6337610483169556,-0.11989281326532364,0.9995745420455933,0.4130154550075531,0.7387942671775818,-0.1850302815437317,0.9799432754516602,0.46557894349098206,0.9268645644187927,-0.12041205167770386,0.9899376034736633
