frame,shoulder_x,shoulder_y,shoulder_conf,elbow_x,elbow_y,elbow_conf,wrist_x,wrist_y,wrist_conf,hip_x,hip_y,hip_conf,knee_x,knee_y,knee_conf,ankle_x,ankle_y,ankle_conf
90,0.7342951,0.6604867,0.55547327,0.66200066,0.62679607,0.47601378,0.6640805,0.79237676,0.619807,0.4949844,0.6674594,0.63857436,0.33162564,0.7011206,0.6286564,0.14919442,0.68697214,0.7311923
91,0.7309983,0.6515622,0.6495363,0.65936255,0.6289704,0.45788836,0.66646945,0.79421866,0.6126944,0.50256073,0.66674817,0.5943974,0.33015642,0.7018621,0.79759306,0.15215254,0.68240356,0.7368592
92,0.72833383,0.64909554,0.64385676,0.6536572,0.62000704,0.5141277,0.6616616,0.792473,0.63573194,0.5022761,0.6689919,0.595714,0.33002746,0.70208335,0.78975785,0.15185463,0.68191445,0.716316
93,0.7175096,0.6367888,0.5407293,0.61371267,0.66729754,0.21561848,0.663042,0.7933948,0.60167193,0.4932954,0.66477704,0.64349985,0.32425082,0.7009432,0.77841514,0.15053275,0.6803278,0.5983379
94,0.7046391,0.6256381,0.70281297,0.5989334,0.680804,0.23112772,0.66267455,0.7953955,0.61896795,0.49153253,0.66543293,0.6220129,0.3236197,0.6983615,0.7662891,0.14951251,0.68677014,0.6995798
95,0.70004034,0.59829175,0.63666016,0.6104289,0.6617311,0.2617751,0.6609084,0.79100335,0.67257464,0.49202225,0.6516657,0.6527518,0.3200289,0.69336534,0.5978869,0.15284662,0.6841153,0.73313683
96,0.70455277,0.61046773,0.4246746,0.60058004,0.6843323,0.23217139,0.6659839,0.7919042,0.66772455,0.49811113,0.65365624,0.65236086,0.3269494,0.683879,0.71327776,0.15669724,0.68498015,0.7299118
97,0.705265,0.5961814,0.48768076,0.6065852,0.67267287,0.3360662,0.66580194,0.7940911,0.70214874,0.5002114,0.6302525,0.6202184,0.32808852,0.6845813,0.58986557,0.15128317,0.68748057,0.7346707
98,0.7123296,0.5901166,0.63610023,0.59562486,0.65460205,0.48738366,0.6543524,0.7869129,0.7369798,0.50290674,0.6269483,0.61373866,0.32593533,0.6814231,0.61879766,0.15502603,0.6875504,0.6817529
99,0.69231296,0.55436516,0.6277222,0.6001588,0.65159386,0.52938956,0.65621805,0.78725016,0.6286862,0.497891,0.6116929,0.6530637,0.3272304,0.674651,0.6405785,0.1540318,0.6865225,0.6747204
100,0.68089366,0.5319373,0.6313262,0.599819,0.653018,0.69047815,0.65567046,0.7898419,0.6611025,0.48028,0.59763056,0.64407665,0.3098428,0.6667332,0.6849461,0.14697912,0.6818952,0.7301505
101,0.6696601,0.517743,0.75237644,0.59674335,0.64122057,0.7087496,0.65235054,0.7919339,0.695559,0.4678212,0.5839947,0.68834233,0.30615088,0.6614694,0.62848955,0.14564373,0.6817917,0.712974
102,0.6728083,0.49907503,0.759895,0.59252393,0.6337483,0.8044032,0.6522302,0.7868752,0.69243765,0.46357042,0.5674104,0.63394594,0.3020633,0.65747523,0.63332736,0.14798222,0.67738193,0.66974384
103,0.66547525,0.48570165,0.8036766,0.5935421,0.6273657,0.58271563,0.6518086,0.78275913,0.68511385,0.46623945,0.5617765,0.60486525,0.31803986,0.6594226,0.53531086,0.14789133,0.6786699,0.714227
104,0.6633454,0.46110022,0.8372466,0.59494936,0.61832666,0.7441977,0.6499515,0.7822137,0.6853776,0.4583888,0.5584904,0.6054757,0.30734432,0.65859306,0.7248652,0.14349121,0.6781651,0.6590643
105,0.6590035,0.44250393,0.6616704,0.60308427,0.6105531,0.7201805,0.6504612,0.7727119,0.62798053,0.45967925,0.5496299,0.5145184,0.30441576,0.656011,0.672853,0.1413779,0.67608964,0.6339531
106,0.6547898,0.43631884,0.49993593,0.6066345,0.6025973,0.6734602,0.6486177,0.7708566,0.64220643,0.45416355,0.54438734,0.63678944,0.3067756,0.65266776,0.72272223,0.13600796,0.67810667,0.7121093
107,0.6552203,0.42249113,0.62036765,0.6066836,0.5972131,0.65363806,0.6482301,0.76857674,0.615764,0.4588122,0.52316195,0.6705027,0.303221,0.6498813,0.58642375,0.13882914,0.67202324,0.6314686
108,0.649436,0.4064966,0.7495775,0.6112471,0.59795195,0.63145053,0.64379936,0.7678503,0.68716145,0.4550124,0.51742876,0.6607954,0.30069804,0.6454486,0.7327488,0.13110335,0.6709864,0.72278893
109,0.643719,0.39637086,0.81422496,0.6114563,0.5919062,0.58475554,0.64385855,0.7696054,0.68853784,0.4540782,0.5117011,0.6284064,0.30166173,0.63971066,0.77495325,0.13120554,0.6725985,0.7553528
110,0.6380504,0.38967758,0.69294393,0.612399,0.5957147,0.7274058,0.64242756,0.769374,0.673646,0.4566961,0.5120669,0.6297355,0.3051436,0.6318568,0.692988,0.13045603,0.6787765,0.739895
111,0.6393739,0.38349697,0.6318163,0.61893135,0.59119856,0.70379245,0.6435926,0.7683717,0.6960115,0.459117,0.5038142,0.70052654,0.30677217,0.630799,0.80843884,0.13034977,0.672995,0.69605076
112,0.63961655,0.37062454,0.71500033,0.62560385,0.5877894,0.61590964,0.64530253,0.7667649,0.6628382,0.4555989,0.49901956,0.6998417,0.30692583,0.63443613,0.7856803,0.13095656,0.6733928,0.7222459
113,0.6367705,0.36100304,0.5694933,0.621955,0.5828144,0.74801713,0.64764977,0.7632328,0.65172243,0.4522109,0.49169868,0.687719,0.30342627,0.63082427,0.807917,0.1293982,0.67215896,0.7425596
114,0.63055074,0.34972283,0.75370204,0.62635314,0.57692385,0.7160449,0.64458627,0.7660066,0.69258577,0.4502954,0.48710167,0.63900316,0.3029356,0.62553644,0.65340483,0.12840994,0.6760366,0.7319267
115,0.62834525,0.3377388,0.82030654,0.62784755,0.5702965,0.637018,0.64516604,0.7523887,0.6719608,0.44870555,0.48403654,0.5746478,0.30194837,0.6171705,0.774179,0.12814403,0.67230314,0.7109735
116,0.62258726,0.32595628,0.6981537,0.6292523,0.56890166,0.499959,0.64432997,0.7526929,0.6367925,0.44407064,0.47640395,0.6112613,0.29750866,0.61311436,0.70659864,0.12792166,0.6745583,0.7267832
117,0.6273972,0.32048735,0.86764926,0.6352763,0.5692724,0.5286034,0.6428828,0.7504565,0.5612041,0.44156253,0.4691109,0.7159128,0.29782295,0.6066108,0.70061153,0.12598172,0.6774654,0.7057579
118,0.6247179,0.31915063,0.85146487,0.63580126,0.56823397,0.6012952,0.64252794,0.7374413,0.5599128,0.43927372,0.4674053,0.71353525,0.29878783,0.6011764,0.6907898,0.1251573,0.6705322,0.78024536
119,0.62343574,0.31574553,0.8248701,0.6328213,0.56349283,0.582739,0.6424021,0.7365788,0.5955473,0.43458712,0.46659178,0.7180989,0.29937196,0.5989115,0.7001574,0.12232568,0.66818047,0.7824373
120,0.6255043,0.3165253,0.8447766,0.63086593,0.56248844,0.593086,0.6436145,0.744625,0.6220617,0.43665367,0.4601297,0.76262164,0.30577034,0.5947448,0.74459696,0.1229613,0.66467035,0.74471694
121,0.6247875,0.31724504,0.82867604,0.6316366,0.56456584,0.51637554,0.6397845,0.74769324,0.62183464,0.43371615,0.46467918,0.69306433,0.29653972,0.596921,0.60834545,0.1211213,0.6671351,0.8483829
122,0.6221702,0.31789446,0.7871427,0.6297123,0.5673553,0.49702406,0.63803965,0.74521613,0.6069416,0.43324098,0.4637583,0.65765643,0.29512233,0.59679574,0.6091297,0.118856244,0.6698083,0.8281504
