frame,left_shoulder_x,left_shoulder_y,left_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,left_knee_x,left_knee_y,left_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,right_elbow_x,right_elbow_y,right_elbow_conf,right_wrist_x,right_wrist_y,right_wrist_conf,right_hip_x,right_hip_y,right_hip_conf,right_knee_x,right_knee_y,right_knee_conf,right_ankle_x,right_ankle_y,right_ankle_conf
61,0.51615614,0.3481092,0.6046026,0.5830965,0.40252638,0.39089572,0.6253935,0.42306805,0.36551377,0.48984152,0.51712334,0.37407413,0.4983152,0.6827053,0.42060015,0.5110602,0.83476925,0.5275397,0.4131981,0.35325652,0.4008692,0.34551543,0.41843256,0.37449726,0.2969208,0.4516117,0.34529743,0.4421837,0.5233194,0.56537443,0.43892285,0.69380516,0.49218524,0.42557403,0.8418232,0.5414078
62,0.5084003,0.34788752,0.4803924,0.58655524,0.37739417,0.34881413,0.6134753,0.3711525,0.2369627,0.49296317,0.53302515,0.44376078,0.5005635,0.6826575,0.4535281,0.51936114,0.8235363,0.5051421,0.4191205,0.35710847,0.46660376,0.34767765,0.3997603,0.33808753,0.3164665,0.42015755,0.21881568,0.44346935,0.53915966,0.41494602,0.43056703,0.6860126,0.51085335,0.42011377,0.8301929,0.52522326
63,0.5150039,0.3439611,0.57666427,0.59801257,0.35766506,0.34150413,0.6241552,0.3383808,0.43275672,0.49560112,0.53740287,0.41316456,0.5124603,0.69089985,0.6339499,0.5288485,0.86498535,0.5662323,0.41748637,0.35212502,0.4258616,0.33541,0.3998083,0.3445962,0.30388892,0.35696802,0.47192195,0.44194195,0.53889835,0.5355704,0.4265198,0.69681996,0.72148407,0.41189045,0.85042214,0.48211893
64,0.521017,0.34179187,0.6427959,0.595162,0.33165413,0.5514842,0.6244162,0.30376768,0.55673844,0.50011754,0.5386281,0.5990895,0.51129854,0.69839424,0.8337777,0.5364231,0.86183023,0.6351426,0.41587377,0.35152265,0.5281296,0.33766627,0.36422643,0.36960876,0.31201044,0.3242095,0.50417536,0.4436571,0.53948855,0.67133796,0.4227247,0.70123196,0.8266795,0.40323865,0.85540885,0.77979493
65,0.5097519,0.33990562,0.6802309,0.5854956,0.32383335,0.518475,0.61594176,0.2802275,0.6129529,0.49511933,0.53187823,0.61408854,0.51550174,0.69334805,0.7768094,0.5378221,0.84184086,0.6529045,0.41064975,0.35498,0.55865103,0.34036684,0.34914172,0.35047433,0.31126118,0.2985534,0.55196065,0.43956208,0.5345942,0.7671778,0.41912115,0.69872445,0.713332,0.3995447,0.8457517,0.72430366
66,0.51261514,0.3430149,0.75537276,0.5838372,0.3186685,0.5183108,0.6155112,0.26130754,0.69269913,0.4956314,0.54452544,0.6292633,0.5203325,0.7008183,0.72819936,0.55055255,0.873773,0.6070597,0.40845916,0.35972416,0.6552793,0.34070587,0.32346478,0.4837414,0.30726615,0.2650236,0.51279247,0.43699795,0.54754734,0.6946984,0.4102347,0.7037896,0.79110605,0.39243215,0.8567704,0.64225477
67,0.5101426,0.35014248,0.5918148,0.5764227,0.3000717,0.561888,0.6060978,0.23585138,0.48586193,0.49792552,0.5563973,0.57426417,0.5212116,0.7074394,0.6974383,0.54681486,0.8407643,0.51341623,0.40941447,0.3639347,0.37837183,0.34421286,0.31124663,0.44861078,0.31277815,0.24254082,0.647616,0.43882865,0.5596067,0.6391297,0.40989766,0.70347404,0.7126899,0.38563275,0.85862577,0.64354
68,0.4994263,0.35238522,0.5346931,0.56290305,0.2967894,0.46151465,0.58534133,0.21193027,0.40661126,0.49354684,0.560873,0.59012187,0.52242035,0.7149086,0.57219267,0.5519559,0.8760728,0.29694986,0.4273327,0.36072382,0.38327026,0.352138,0.30059755,0.40993235,0.3210591,0.23423308,0.35948607,0.44580203,0.56247115,0.6185422,0.4093953,0.7084331,0.5980917,0.38648388,0.8724179,0.4188508
69,0.5044056,0.3788528,0.3334963,0.5331042,0.3349613,0.22507484,0.5367379,0.2887481,0.12814528,0.49688107,0.57534146,0.37859848,0.52208525,0.7205812,0.50608647,0.5548954,0.87839603,0.3092565,0.43200588,0.37467644,0.35223648,0.41311833,0.32960606,0.2537809,0.41695175,0.29423243,0.090090826,0.44712195,0.5756308,0.41154358,0.4113384,0.7164314,0.48071578,0.3844106,0.8701614,0.38121945
70,0.4467129,0.40123034,0.35548592,0.41822812,0.37630665,0.15507615,0.42810807,0.33473977,0.12769215,0.4582984,0.5888083,0.47271302,0.41400057,0.73518395,0.5040604,0.38420433,0.8793428,0.5286286,0.50814664,0.42053542,0.36569405,0.5548764,0.50115687,0.29297882,0.48669118,0.34970483,0.14596501,0.48561317,0.5917966,0.4584272,0.5123132,0.7276913,0.34013098,0.5538907,0.8765049,0.48904374
71,0.46056348,0.4114719,0.33976847,0.43777382,0.4288795,0.16718136,0.450113,0.35012218,0.14571005,0.4621042,0.60119987,0.47098902,0.516969,0.7361285,0.31195804,0.38349462,0.8802904,0.5227263,0.5061393,0.42496702,0.4449665,0.556401,0.49756765,0.26800752,0.47838113,0.5583477,0.26070565,0.47916862,0.60281193,0.45036423,0.4057209,0.7423142,0.5252114,0.3863743,0.87870574,0.3138572
72,0.5183748,0.4474624,0.457681,0.5485282,0.49925733,0.30933157,0.5336906,0.46173263,0.112766296,0.49081826,0.61642265,0.52194196,0.52410394,0.752331,0.568386,0.55879796,0.8943543,0.47473222,0.4387719,0.42065403,0.4835973,0.42644155,0.44211555,0.1860644,0.42324626,0.38273078,0.14009257,0.44056463,0.6169001,0.5435073,0.4081546,0.7520087,0.6206507,0.38671714,0.88524985,0.40479213
73,0.50431544,0.44986928,0.38709107,0.5551153,0.4969434,0.22869115,0.48804516,0.5711388,0.30397198,0.48576102,0.62416184,0.43035585,0.52024174,0.75428927,0.48283175,0.5572228,0.8893458,0.40775478,0.44127458,0.43266615,0.3222611,0.42101908,0.4382287,0.14409119,0.41332063,0.38056862,0.15650067,0.4489221,0.62494737,0.4442375,0.40900823,0.75202477,0.5391253,0.38452148,0.880633,0.35940057
74,0.509887,0.44574964,0.41861945,0.5535469,0.50156486,0.26704058,0.56447935,0.5127793,0.25796726,0.4900452,0.6232029,0.40197137,0.52316266,0.75508016,0.55974925,0.55875134,0.8909337,0.4405075,0.43907684,0.42920932,0.294431,0.43708253,0.49555135,0.16224518,0.39244026,0.39528367,0.14595346,0.4458451,0.6240052,0.40943456,0.4088623,0.7534666,0.5933257,0.383913,0.88472116,0.39621246
75,0.49946558,0.46031147,0.32277742,0.5606273,0.500093,0.20553496,0.5833659,0.5060403,0.20856568,0.4856308,0.6227347,0.30552474,0.523857,0.7572299,0.4492315,0.56001496,0.88585854,0.30967802,0.45786047,0.44422123,0.30409864,0.47803128,0.5055095,0.13753137,0.47056055,0.5614988,0.24707776,0.4660264,0.62284803,0.33092245,0.40898797,0.75220335,0.40862554,0.3848526,0.87999934,0.3197243
76,0.5085741,0.42139766,0.4225417,0.54886615,0.4811954,0.23863895,0.574232,0.5071153,0.3028871,0.49560294,0.60309774,0.44677514,0.52797174,0.7473179,0.62977755,0.5597635,0.88009894,0.3477467,0.43208122,0.40951034,0.3862552,0.42637414,0.42095095,0.18388169,0.42437753,0.36572933,0.18126535,0.44613287,0.60585,0.50288415,0.4114706,0.7413088,0.55522877,0.38946223,0.87840796,0.40218753
77,0.5016521,0.43391258,0.31959736,0.5118721,0.35393536,0.19859457,0.5066633,0.33868665,0.13132946,0.48833117,0.6078212,0.38797748,0.5240144,0.74555385,0.5161187,0.5587364,0.8705792,0.31315514,0.46406794,0.41766322,0.34480375,0.4644819,0.3954471,0.14974236,0.45778984,0.34047818,0.16132776,0.46653384,0.60762304,0.4313144,0.40918744,0.74827075,0.5448687,0.38868508,0.87520045,0.35943764
78,0.47626263,0.41081756,0.29004484,0.47067457,0.36922213,0.14194797,0.47259733,0.32827267,0.15083267,0.48106897,0.5924917,0.4088056,0.52336794,0.7293741,0.46100837,0.5596578,0.8811636,0.28637967,0.50164074,0.41952187,0.31235796,0.5074157,0.34752017,0.17795475,0.5022056,0.32714805,0.12267139,0.4866737,0.59888506,0.380285,0.42310774,0.7342338,0.4230677,0.3919359,0.8757839,0.29232275
79,0.44690996,0.3821184,0.4130674,0.42197877,0.31213593,0.16484879,0.426176,0.25492314,0.093721986,0.45496115,0.57796526,0.45362535,0.42741466,0.72092074,0.49876457,0.39299902,0.86894816,0.4494112,0.49850497,0.38161445,0.38320673,0.53886986,0.286837,0.23585503,0.5385154,0.2669641,0.15285955,0.5034003,0.58054316,0.50066364,0.5318788,0.7215013,0.516162,0.56043464,0.88390774,0.37277922
80,0.48848745,0.35072014,0.4487835,0.5518798,0.2752616,0.54049253,0.54461765,0.18090342,0.44624624,0.49623996,0.5638293,0.55465096,0.523692,0.709067,0.6329419,0.560164,0.8653641,0.36980405,0.45512605,0.3537013,0.4464329,0.38060006,0.27836344,0.4057166,0.38804573,0.18329895,0.4604653,0.4576585,0.5637424,0.5188819,0.426094,0.7141676,0.679787,0.40208185,0.8560597,0.41817644
81,0.5174657,0.33007562,0.54775333,0.55069304,0.27311105,0.30894005,0.55957,0.18004487,0.57056516,0.5107173,0.5402138,0.6935865,0.5243039,0.69566286,0.8663893,0.55480504,0.8586902,0.724212,0.4168681,0.33453327,0.6661379,0.36564112,0.27642328,0.2764814,0.36088583,0.18398468,0.4812265,0.4488157,0.5437542,0.7063196,0.42538375,0.6969668,0.86086184,0.4020003,0.85145855,0.78466594
82,0.5234057,0.32681316,0.7453681,0.5583176,0.29597795,0.33569297,0.56476307,0.24078348,0.35028496,0.5087199,0.5411397,0.7279391,0.5241635,0.6930486,0.8665893,0.54911447,0.84695876,0.75275767,0.42083606,0.32607406,0.60399836,0.3578045,0.29360884,0.41795638,0.3421818,0.20533803,0.5408174,0.4510991,0.5438644,0.72608966,0.4306329,0.69230676,0.73727554,0.40731928,0.85088015,0.7803735
83,0.5242728,0.32099098,0.75464624,0.5896214,0.27779248,0.6198224,0.5986601,0.20032892,0.6513637,0.50875545,0.5273866,0.55769557,0.5283129,0.6777191,0.86099213,0.5487051,0.832818,0.67444354,0.42040777,0.32987773,0.61224794,0.35916245,0.2981634,0.45329893,0.32961065,0.22033763,0.4587128,0.45127925,0.5325818,0.6405969,0.42999876,0.6891395,0.8432089,0.41418156,0.8355729,0.70793647
84,0.5244489,0.32024553,0.76258075,0.58968425,0.30362827,0.59885997,0.6134854,0.24311548,0.60899955,0.5066587,0.51924944,0.7145124,0.5182773,0.67855597,0.80293524,0.5369575,0.8385545,0.7321593,0.41884086,0.32581958,0.8380656,0.3610025,0.3198526,0.4266974,0.31345013,0.24818766,0.6311793,0.45201516,0.52172494,0.6457247,0.43807635,0.6847126,0.71451014,0.4218293,0.8418702,0.7414866
85,0.5201832,0.31013453,0.63983685,0.59772605,0.31332707,0.5337457,0.6156733,0.28213143,0.58360684,0.5113175,0.5011781,0.7209918,0.5183229,0.6703229,0.70844036,0.5342361,0.83063143,0.6646938,0.42994815,0.32478648,0.77419055,0.3645477,0.35305303,0.5034189,0.3317533,0.3010952,0.6620433,0.45782456,0.5027906,0.6897826,0.43297586,0.67307055,0.6515246,0.42787248,0.82556695,0.631965
86,0.5187764,0.31178436,0.5634862,0.5976817,0.34343266,0.35829598,0.6156441,0.32462725,0.25414,0.5061989,0.4871082,0.6207067,0.5107811,0.6547812,0.5231534,0.5231368,0.79891294,0.44837478,0.43371683,0.31859088,0.59105086,0.3790077,0.37639877,0.39128202,0.3301061,0.3511318,0.37600875,0.46010387,0.48789904,0.6545899,0.44168147,0.6434723,0.5137971,0.44579995,0.81555176,0.45537663
87,0.52215004,0.32041723,0.57780904,0.60012686,0.3628881,0.5297314,0.62341535,0.36826822,0.34590194,0.5052311,0.49251312,0.6333304,0.5100726,0.6661861,0.56304556,0.51996684,0.8201959,0.34544554,0.4319654,0.32334024,0.60060036,0.38547808,0.39408934,0.40056607,0.33732438,0.4055652,0.29795474,0.45315439,0.493157,0.6079542,0.45268518,0.67159677,0.5469401,0.4473716,0.8265445,0.4314332
88,0.5250833,0.32036716,0.62483126,0.58702815,0.3796186,0.53216493,0.626532,0.39724523,0.29709932,0.5040183,0.48868307,0.62601984,0.5070994,0.665725,0.48008984,0.5154811,0.82879484,0.51251704,0.43156892,0.32449248,0.5767594,0.3893244,0.39693505,0.5018547,0.32370847,0.4110312,0.42080247,0.45489442,0.49094814,0.6446255,0.45846212,0.67077696,0.50145817,0.45408523,0.8261983,0.30211592
89,0.5226748,0.33000562,0.56099087,0.5812994,0.40413362,0.39185324,0.6058322,0.45581204,0.3932924,0.49756202,0.49859184,0.50064117,0.49116313,0.6790454,0.47518,0.49640554,0.8513066,0.40465358,0.43369088,0.3326898,0.49219722,0.38487124,0.4076947,0.4696219,0.3256826,0.42628622,0.35155812,0.45674977,0.5020018,0.5261592,0.4616251,0.6817819,0.46268666,0.4719475,0.8408215,0.39447662
90,0.51570743,0.3316458,0.4229086,0.55583787,0.41290924,0.23741296,0.5771813,0.46360537,0.3200297,0.5005695,0.49766156,0.40384966,0.4930874,0.68170035,0.36050683,0.4946222,0.8361346,0.41675064,0.4417203,0.33588815,0.50162196,0.4063697,0.41816342,0.34488425,0.448954,0.49708754,0.40024975,0.45937666,0.5020069,0.50206363,0.46666002,0.6825464,0.41448867,0.48040032,0.8370472,0.37855658
91,0.51372886,0.3430111,0.5135626,0.5425333,0.43645084,0.2554388,0.5432674,0.4915259,0.29744378,0.5007278,0.51134896,0.4680022,0.49090755,0.69190717,0.42694294,0.49343166,0.840443,0.5035037,0.44336367,0.34462547,0.56810766,0.4354568,0.4358581,0.26775944,0.4483301,0.49893937,0.35010433,0.45971498,0.5171343,0.49779433,0.46538293,0.6920748,0.38737038,0.47723448,0.83921045,0.43824607
92,0.5108206,0.34812963,0.5810139,0.5377087,0.43057007,0.28123152,0.5152499,0.49830502,0.23957007,0.5000858,0.5207569,0.5166752,0.49067408,0.69486135,0.5150863,0.4884056,0.8548182,0.5559267,0.44128746,0.34747025,0.57963383,0.42935133,0.43177468,0.33565998,0.45130858,0.50066686,0.3129923,0.46235976,0.51897186,0.44266453,0.46862358,0.69330394,0.43407446,0.48179942,0.84323275,0.49629563
93,0.50780845,0.35056087,0.62596893,0.5368231,0.43823072,0.37121445,0.53558457,0.5061377,0.24734929,0.49378133,0.522383,0.48186597,0.49064702,0.69728154,0.4635792,0.49041197,0.85038465,0.5415349,0.43667704,0.35003394,0.50894034,0.42224497,0.42661095,0.32347092,0.434173,0.51372117,0.3114863,0.4516937,0.52282894,0.49903148,0.46262658,0.6959486,0.4493015,0.473055,0.8441629,0.41252086
94,0.5105049,0.36648124,0.55018246,0.5197266,0.4449097,0.3044077,0.5284115,0.5196448,0.2490118,0.4960599,0.53866726,0.4830323,0.49155277,0.6979508,0.5158924,0.4890264,0.8552722,0.5267025,0.4450323,0.3646731,0.56395894,0.42881405,0.44435403,0.27784854,0.43827075,0.53348744,0.25604528,0.45524687,0.5396972,0.39777493,0.4630731,0.69806993,0.55146927,0.48010886,0.85322493,0.50252223
95,0.51172775,0.37021706,0.63930875,0.54296196,0.4572965,0.2548285,0.5617169,0.49820805,0.36718488,0.49583432,0.53921986,0.4733987,0.49447414,0.7075739,0.6451686,0.49099874,0.86122984,0.60781306,0.43874168,0.37021464,0.52727246,0.43455774,0.4423184,0.26930007,0.43597826,0.5393814,0.25911576,0.45221078,0.5405141,0.48459846,0.46095642,0.7068145,0.59512895,0.4782006,0.8564466,0.50197196
96,0.5029802,0.36843812,0.57767904,0.49936277,0.42419836,0.34961927,0.49110746,0.5397913,0.354083,0.49259695,0.53413117,0.4807461,0.48407885,0.713489,0.5513673,0.4913531,0.85868424,0.60006905,0.44964847,0.3680782,0.5643929,0.4431356,0.43365002,0.23248139,0.46067238,0.5386509,0.23962064,0.46693522,0.5361648,0.49220031,0.4633606,0.71349347,0.5560715,0.48208746,0.8566308,0.5959027
97,0.49931747,0.37754655,0.39867488,0.49821183,0.42242652,0.2053768,0.49028438,0.5456435,0.2889866,0.48496804,0.55009043,0.41452998,0.47989333,0.7066755,0.5051568,0.49009174,0.8565873,0.5376975,0.468135,0.37572253,0.305683,0.46353287,0.41790164,0.19623277,0.42856443,0.4129015,0.117696434,0.47289535,0.551113,0.4005596,0.46773094,0.70681214,0.5122917,0.48547554,0.8529067,0.5607125
98,0.51462775,0.36927813,0.607778,0.5449674,0.45232472,0.24008851,0.5574546,0.50692266,0.2716417,0.49618506,0.5386046,0.52892184,0.49030396,0.70233506,0.62420654,0.49328732,0.85439265,0.5473836,0.44108897,0.3713865,0.51760715,0.4301152,0.4350828,0.24013351,0.4496268,0.53909516,0.2915455,0.45345208,0.54003495,0.5368023,0.46111473,0.70204395,0.4764537,0.48340937,0.8527989,0.6027818
99,0.51159436,0.36289343,0.6478576,0.537794,0.44938514,0.22345363,0.48678383,0.5333164,0.35213363,0.49279875,0.5380497,0.41536704,0.4927853,0.7108218,0.6601019,0.4915883,0.8583077,0.58976877,0.43624052,0.36759242,0.5207504,0.42705613,0.44098067,0.2585389,0.4361444,0.53847647,0.2845331,0.45383477,0.5408608,0.50649333,0.46221465,0.7092143,0.5834434,0.48205456,0.85372657,0.523708
100,0.5125627,0.36185902,0.63066834,0.5215622,0.45079863,0.31089377,0.52809393,0.5249006,0.2490507,0.49216402,0.5386443,0.43946895,0.49117857,0.69683737,0.52590585,0.49236497,0.85112494,0.5205691,0.4408269,0.36373055,0.51979315,0.43101078,0.442281,0.31976688,0.42909417,0.5345564,0.3289108,0.45105988,0.5395447,0.46343058,0.45956713,0.6973944,0.52061266,0.4796995,0.8464513,0.47470808
101,0.5136083,0.3507305,0.61521786,0.539529,0.4384199,0.29415357,0.54838693,0.50545835,0.220631,0.4938181,0.52561206,0.4939815,0.49487883,0.6950463,0.40739352,0.49382967,0.8501388,0.49991548,0.4398702,0.34897655,0.5718024,0.4245803,0.42982733,0.3237055,0.43714178,0.5141059,0.26206353,0.44889677,0.5263618,0.48897952,0.45315945,0.69421387,0.36022678,0.47150058,0.84083116,0.38934532
102,0.5168957,0.34619993,0.58362633,0.5465788,0.44397098,0.35670713,0.5505576,0.5056223,0.3809548,0.49795204,0.51450187,0.4918303,0.4944213,0.6845099,0.3969124,0.49208748,0.84193987,0.43139943,0.44199204,0.34618706,0.5893455,0.41995203,0.43099457,0.32965466,0.44863588,0.49797663,0.2551882,0.4541765,0.517409,0.4910844,0.45913208,0.6850877,0.38146076,0.4712765,0.8327166,0.38874534
103,0.52011085,0.3361774,0.46926916,0.55143535,0.4423687,0.3257542,0.5325526,0.49193558,0.2439806,0.50110686,0.5020027,0.50248015,0.50081706,0.6824899,0.38197985,0.5054095,0.8377318,0.3359085,0.44084823,0.34087878,0.5586054,0.41535246,0.4363504,0.33449927,0.45093966,0.49295232,0.27719307,0.45684797,0.5061166,0.5061748,0.4589857,0.6863546,0.3746902,0.46031314,0.83474934,0.38163427
104,0.517449,0.32607973,0.5492284,0.5547339,0.4134617,0.30709064,0.57305825,0.47209537,0.3927587,0.5045265,0.4922219,0.4481374,0.50516284,0.67211854,0.4669535,0.50866675,0.82819116,0.46303383,0.44252968,0.3276851,0.6435619,0.40556794,0.4116939,0.40625605,0.45009837,0.47145385,0.33923566,0.45724267,0.4971596,0.48469293,0.45418227,0.67315644,0.5452344,0.45509169,0.8208314,0.37159336
105,0.5314839,0.327201,0.55348355,0.58101654,0.40437576,0.4057005,0.60192204,0.45442897,0.4026726,0.51207626,0.48658854,0.5348666,0.5001199,0.6536872,0.3892805,0.46094036,0.8359928,0.36936224,0.43896157,0.32526708,0.62684983,0.38497576,0.40286875,0.38080326,0.3320356,0.41958326,0.33735332,0.466446,0.48815203,0.5853849,0.4766909,0.6567606,0.34132764,0.46772668,0.8242542,0.16802639
106,0.53678393,0.32514176,0.35838562,0.5927007,0.40337825,0.41250888,0.6152282,0.43107247,0.36177528,0.5135841,0.48033732,0.41493726,0.5119361,0.65573883,0.41792688,0.5196469,0.8027657,0.35797444,0.44354352,0.3188814,0.6441855,0.37943393,0.3934829,0.45311496,0.32818437,0.4114575,0.3923712,0.46746838,0.48321927,0.5182221,0.45615205,0.65188235,0.39496002,0.45246014,0.80413127,0.34763145
107,0.5373659,0.3175668,0.66647166,0.588843,0.37371945,0.45086196,0.629379,0.37961137,0.48142806,0.5123206,0.4806356,0.48439842,0.5146411,0.66233623,0.47857648,0.53304935,0.80340403,0.5430799,0.43965977,0.31510383,0.6824548,0.36815542,0.38157284,0.32335335,0.32635775,0.39722165,0.35180986,0.46648115,0.4843307,0.6113471,0.44954008,0.6494491,0.4289123,0.43718714,0.80192935,0.43663636
108,0.5358639,0.3073466,0.77308285,0.60416883,0.35170946,0.5096549,0.62560534,0.3489415,0.27129307,0.5181099,0.49243534,0.6576202,0.52757716,0.67090863,0.71418136,0.53272575,0.8086545,0.44587734,0.42979085,0.3205725,0.76267767,0.3624556,0.38148737,0.39597586,0.33516192,0.38396117,0.37812772,0.46443996,0.49477264,0.61012083,0.4411437,0.66373247,0.5169555,0.42592478,0.8400508,0.5630564
109,0.53636193,0.3000621,0.8537607,0.6212133,0.32364786,0.53036314,0.6295611,0.31004488,0.4353908,0.5136144,0.4884774,0.66625506,0.5258002,0.66892093,0.7966417,0.5482579,0.8444738,0.7954294,0.43007106,0.31119025,0.7353384,0.36315212,0.36837292,0.46712044,0.32414988,0.31709135,0.63422376,0.46083876,0.49171567,0.82342756,0.433033,0.67093945,0.76863474,0.41867718,0.8338666,0.82386
110,0.5343484,0.29910332,0.8487676,0.6151318,0.30729818,0.40369493,0.6277598,0.28590134,0.46034864,0.5165064,0.4902403,0.7148671,0.5315542,0.663408,0.7821439,0.5518137,0.83365357,0.7589215,0.4309551,0.31158918,0.65022665,0.3641382,0.32875133,0.46491405,0.32300878,0.2898997,0.6342268,0.46302313,0.49167415,0.6660309,0.42955574,0.6664514,0.7930006,0.41668376,0.8205228,0.74906397
111,0.5410437,0.3023971,0.87454367,0.606297,0.30331704,0.535922,0.6284765,0.26014128,0.6636323,0.51561666,0.4968296,0.68686956,0.5380423,0.6680479,0.83533496,0.5601353,0.82817745,0.6056403,0.4317014,0.31033832,0.67971855,0.3644712,0.30406493,0.44882444,0.3200137,0.2458171,0.7589214,0.46146148,0.4993537,0.79510486,0.42797524,0.67113423,0.8713697,0.40695852,0.82604325,0.698984
112,0.5430847,0.31784764,0.824162,0.6011724,0.2946065,0.42613328,0.62658644,0.24070285,0.6107723,0.51561916,0.51096,0.70670265,0.5416772,0.67130995,0.73197556,0.56883866,0.85235107,0.769682,0.4307983,0.31963006,0.7547748,0.3624218,0.28167123,0.6103462,0.31611365,0.23132765,0.6251323,0.4575979,0.5133016,0.64939076,0.4278884,0.67501044,0.91555727,0.40482354,0.82750005,0.7447793
113,0.5406676,0.32649875,0.83247334,0.5984449,0.2804936,0.34048647,0.6179522,0.21159188,0.7306457,0.51399404,0.5246431,0.7006338,0.5438039,0.67628133,0.79832447,0.5690038,0.84109783,0.7866656,0.42914855,0.33129835,0.6064575,0.3623341,0.28229898,0.50767016,0.33954823,0.21488395,0.74206656,0.4583693,0.5277009,0.77239215,0.4288081,0.68042415,0.8668746,0.40014887,0.8325248,0.8519618
114,0.54056525,0.3313329,0.75744057,0.59211016,0.2783943,0.2751157,0.60862476,0.19263062,0.6704333,0.51492083,0.53531665,0.7038967,0.5417532,0.68239725,0.7679457,0.57578826,0.8326777,0.80559874,0.42740867,0.33125126,0.57059854,0.37546775,0.27329862,0.38998955,0.35602707,0.19857208,0.7004051,0.45776293,0.5376943,0.71284616,0.43003973,0.68955064,0.9243651,0.39621732,0.83887076,0.80581033
115,0.5343843,0.33169165,0.7592725,0.5801197,0.284218,0.48943052,0.58956873,0.17340562,0.7174634,0.51564056,0.53910726,0.6887814,0.5418279,0.6881997,0.82177526,0.57744855,0.8341006,0.7964163,0.42953706,0.3375196,0.6813017,0.381635,0.27088952,0.5145782,0.3755436,0.17976627,0.64913017,0.45817608,0.542845,0.7565314,0.42825338,0.694761,0.933074,0.39485654,0.8410484,0.7443992
116,0.5345442,0.34748346,0.7499858,0.5731793,0.29918125,0.2986948,0.5762931,0.18208425,0.53416103,0.5140777,0.5509029,0.6975959,0.54391944,0.69514316,0.786989,0.5804309,0.83568305,0.77012473,0.44025886,0.35083055,0.6553279,0.39552975,0.28492373,0.36273926,0.38541573,0.19744384,0.32205823,0.45770591,0.5525717,0.746915,0.4274597,0.69804066,0.9029756,0.39734718,0.83868045,0.7041512
117,0.5002832,0.36387277,0.47319117,0.5501104,0.29507858,0.28929767,0.5281915,0.2474917,0.13606876,0.487776,0.563522,0.54654396,0.5359168,0.7022754,0.6021177,0.5778605,0.8523702,0.34626907,0.48841235,0.3644247,0.5629325,0.5359562,0.3058527,0.21661583,0.50566125,0.24757275,0.21940373,0.48598456,0.5644064,0.5725943,0.42670822,0.7098497,0.52089643,0.3998165,0.84195936,0.35335135
118,0.4610735,0.37188587,0.41427165,0.4361406,0.2912775,0.31674513,0.42809337,0.26219645,0.14415991,0.46159726,0.5695357,0.56529284,0.4281894,0.71684116,0.6459219,0.40109274,0.83903646,0.63861394,0.5301461,0.37903166,0.29533058,0.55233157,0.30138496,0.33215913,0.5453099,0.24431303,0.20037349,0.50992495,0.5717144,0.57088566,0.545083,0.71180886,0.55202186,0.57604945,0.85421693,0.58189005
119,0.47181427,0.37169462,0.3598332,0.4515085,0.29275018,0.17060128,0.45025772,0.25715363,0.12690827,0.4698888,0.5763385,0.5592304,0.52857035,0.7184767,0.40380257,0.40180606,0.84073156,0.60715204,0.5136406,0.36969876,0.3033642,0.5569036,0.29593283,0.24764894,0.5482284,0.2835623,0.18014385,0.4990788,0.5785325,0.44919544,0.5336319,0.71943915,0.46122488,0.57438844,0.8542644,0.55798244
120,0.5221505,0.3876742,0.32601914,0.565375,0.36453676,0.12654631,0.55485314,0.31418,0.15515776,0.502987,0.5739032,0.5626288,0.54292643,0.717754,0.5453706,0.57539165,0.8540132,0.48946905,0.46784493,0.37273642,0.4684401,0.5042603,0.35676238,0.17105491,0.49635768,0.30529743,0.2504182,0.47012687,0.57728845,0.43990234,0.42788213,0.7153246,0.6780922,0.40141448,0.8338413,0.31845906
121,0.51164436,0.3842808,0.29837042,0.5513617,0.33011565,0.14557847,0.5600173,0.29409462,0.18295899,0.49953365,0.57707846,0.4322367,0.5436901,0.7171964,0.5254601,0.5754208,0.852666,0.472456,0.4760302,0.37407142,0.40349346,0.52669376,0.3498637,0.1630775,0.51636136,0.30475748,0.16177769,0.47442672,0.580853,0.45888847,0.42803282,0.71468943,0.6350794,0.40031487,0.8379947,0.5050912
122,0.52296126,0.38909078,0.31408638,0.5698971,0.36930656,0.098001234,0.56069577,0.2893535,0.16783051,0.50485975,0.56762516,0.50640345,0.54134357,0.70721096,0.50724304,0.58085364,0.84113395,0.5349877,0.47260627,0.37374815,0.36024156,0.5025259,0.35641575,0.13867459,0.49580812,0.30796498,0.16864564,0.47207808,0.5703144,0.5072446,0.4282579,0.70856637,0.62879896,0.401756,0.83367413,0.5758601
123,0.48349103,0.3707394,0.36166748,0.49113318,0.3397165,0.14097853,0.50587165,0.27732557,0.16737053,0.47337493,0.5546628,0.49697876,0.5288569,0.69731534,0.45503107,0.40358382,0.8335892,0.46745452,0.5149365,0.3784556,0.2865234,0.5896516,0.40490818,0.113829695,0.5524976,0.29830396,0.1650031,0.5020474,0.55994105,0.44835624,0.5302697,0.6992168,0.40394804,0.4033795,0.8324218,0.3868929
