frame,right_shoulder_x,right_shoulder_y,right_shoulder_conf,right_hip_x,right_hip_y,right_hip_conf,right_knee_x,right_knee_y,right_knee_conf,right_ankle_x,right_ankle_y,right_ankle_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,left_hip_x,left_hip_y,left_hip_conf,left_knee_x,left_knee_y,left_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf
88,0.51029766,0.42474952,0.00839894,0.5237939,0.6130178,0.0021899503,0.6053796,0.5195809,0.04333486,0.46517578,0.6867118,0.0141990455,0.6025413,0.48182514,0.015788652,0.5322648,0.50068825,0.012383235,0.5978044,0.5198676,0.057576913,0.45049325,0.7986761,0.0053740465
89,0.51047146,0.42480248,0.008351034,0.52409697,0.61318725,0.0021732096,0.6056316,0.51925784,0.043772623,0.46490693,0.6869602,0.013719744,0.60296494,0.481745,0.015824962,0.5324888,0.5006996,0.0123852305,0.59818214,0.5194786,0.058007184,0.4505613,0.79871625,0.0053409454
90,0.51044506,0.425003,0.008310883,0.5236433,0.61335176,0.0021619834,0.60576487,0.5190464,0.043471895,0.46503294,0.70366144,0.01233395,0.60302,0.4817226,0.015889613,0.5323417,0.5004809,0.012609141,0.5983756,0.51919585,0.057711814,0.4504712,0.7985789,0.0054262457
91,0.5103942,0.4249146,0.008349822,0.52336824,0.61330086,0.0021533035,0.60582775,0.5191522,0.043131296,0.46515426,0.7037393,0.012366835,0.6030068,0.4816922,0.015896132,0.5322697,0.5003597,0.012712733,0.59858114,0.5193372,0.05744809,0.45067656,0.7985641,0.0054645096
92,0.5104642,0.42496124,0.008368554,0.5236477,0.6132556,0.002146562,0.6060697,0.5191978,0.044229444,0.46517143,0.687079,0.013631096,0.6033275,0.48166782,0.01603776,0.5324864,0.5002853,0.012811138,0.59906226,0.51937246,0.05906354,0.45081395,0.7985004,0.0054451106
93,0.5104735,0.42496297,0.008366026,0.52364737,0.61325145,0.002146368,0.6060746,0.5191944,0.044234917,0.46517497,0.68707836,0.013626595,0.60332805,0.48166674,0.016039824,0.53249365,0.50028473,0.012817858,0.5990662,0.51937115,0.059062105,0.4508154,0.7985019,0.005444664
94,0.5104822,0.4250088,0.008407104,0.5240622,0.61330557,0.0021180403,0.61642116,0.5203154,0.045711398,0.4652633,0.6870061,0.0136093395,0.603,0.46999496,0.013669006,0.5327309,0.50028837,0.012805012,0.59932894,0.5194151,0.05989365,0.45069858,0.798467,0.0054135122
95,0.51067984,0.42487106,0.008360537,0.49441996,0.48140943,0.010136999,0.6061862,0.51938957,0.046000548,0.46518636,0.68683386,0.013520631,0.6032367,0.46977672,0.013723055,0.5329633,0.50023603,0.012778488,0.59946316,0.51951796,0.06121402,0.45046258,0.79833806,0.005397216
96,0.5110661,0.42484367,0.008269658,0.49593547,0.49534848,0.009135188,0.60620356,0.51953167,0.047110263,0.4650784,0.6868176,0.01349432,0.6037738,0.4695918,0.013813411,0.53334385,0.50044215,0.012739386,0.59953696,0.519668,0.06211947,0.4503982,0.7982933,0.005407341
97,0.51136816,0.4247994,0.008228502,0.4962644,0.4954301,0.009128281,0.60624343,0.519676,0.048273385,0.46494773,0.6867249,0.013494624,0.60411865,0.46952242,0.014155014,0.53354114,0.50075483,0.0126527315,0.5995553,0.5199258,0.06272199,0.45017496,0.7982797,0.005432771
98,0.511682,0.42487386,0.00824529,0.49664205,0.49570632,0.009035048,0.6065144,0.51963866,0.04895913,0.46497467,0.6866557,0.013472794,0.60436845,0.46969762,0.014251187,0.53375155,0.5012422,0.012413837,0.5997982,0.5199649,0.06304697,0.44991705,0.79831684,0.0054015364
99,0.511681,0.42486453,0.008245848,0.49664816,0.4957006,0.009036887,0.60651517,0.5196432,0.04897119,0.46496746,0.68665034,0.013479507,0.60437906,0.46970654,0.014259651,0.53375125,0.5012382,0.012422421,0.5998011,0.5199731,0.063058436,0.44991234,0.79829973,0.005404188
100,0.5117978,0.42480108,0.0083328225,0.5468159,0.6154699,0.0018163258,0.6065457,0.5198152,0.049280662,0.46509185,0.68650043,0.013606811,0.60428935,0.4697183,0.014222145,0.5329185,0.5308198,0.0102358125,0.59964514,0.520182,0.06295441,0.44951564,0.7982454,0.0054032295
101,0.511924,0.42460036,0.00835849,0.5472768,0.6154773,0.0019230226,0.6065339,0.5200227,0.0499331,0.4652464,0.6862879,0.013514089,0.6040625,0.46965486,0.014331438,0.53295124,0.5310815,0.010393253,0.599471,0.52036154,0.06325939,0.4491357,0.7983299,0.0053636115
102,0.51185215,0.42454812,0.008412564,0.5475134,0.61546504,0.0020091275,0.60642725,0.5201022,0.050006364,0.4654735,0.6704478,0.014842487,0.6035363,0.46972787,0.014511863,0.5511372,0.5467739,0.009005815,0.59912276,0.5204761,0.06297234,0.44884133,0.7983933,0.005417419
103,0.5114832,0.42441508,0.008496005,0.5470841,0.6153499,0.002027479,0.60610425,0.52021134,0.049747393,0.46578804,0.67021406,0.015214226,0.6030346,0.4698735,0.014484297,0.5324115,0.5458665,0.009400672,0.5987587,0.5206836,0.062961325,0.44879544,0.7982364,0.0054560187
104,0.5113498,0.42420042,0.008550084,0.5242287,0.5993407,0.0029609068,0.6059697,0.52039003,0.04911967,0.46603912,0.67004937,0.015395296,0.602742,0.46975863,0.014450678,0.53226256,0.54578674,0.009436922,0.598523,0.52094305,0.062217236,0.44870642,0.79814976,0.005504398
105,0.51135194,0.42421892,0.008539828,0.52422744,0.5993391,0.0029605648,0.6059749,0.520396,0.04909157,0.4660411,0.6700594,0.015401984,0.60275304,0.46974963,0.014430806,0.5322725,0.5457747,0.009442508,0.5985264,0.5209431,0.062169414,0.44870174,0.7981448,0.005511116
106,0.50877297,0.40763462,0.00719915,0.5242275,0.5991954,0.0029873475,0.60556185,0.520547,0.048377257,0.46625555,0.6699788,0.015602194,0.6025644,0.46963647,0.014319327,0.53222495,0.545869,0.0094712395,0.5978657,0.52115494,0.061012007,0.44875088,0.7980703,0.0055263415
107,0.508649,0.40750203,0.0071649454,0.524167,0.5990674,0.0029935562,0.6055026,0.52050483,0.047364566,0.4664291,0.6699243,0.01584275,0.6024222,0.46952462,0.014188123,0.51410323,0.54470927,0.0100619495,0.5975803,0.52110153,0.059672736,0.44878325,0.79808545,0.0055652917
108,0.5083806,0.4073586,0.0071858913,0.52393144,0.59899116,0.0029655786,0.60541695,0.5203403,0.04655828,0.46651027,0.6699469,0.016078815,0.6022485,0.4695783,0.014138894,0.5320577,0.5313445,0.010379074,0.5974215,0.520953,0.058832914,0.4488299,0.7979941,0.0055928524
109,0.50815815,0.40729517,0.0072287144,0.52345365,0.5989319,0.002987251,0.60540533,0.5202952,0.046232097,0.46660048,0.6699191,0.016432686,0.60196024,0.46973473,0.014085594,0.5318205,0.5311799,0.010405083,0.5974909,0.5209264,0.058825277,0.44896007,0.7978943,0.005611242
110,0.50803787,0.4071585,0.007204851,0.5232133,0.5988934,0.003009651,0.6054963,0.52028,0.04585215,0.46663183,0.6699256,0.016669229,0.60174453,0.46967643,0.013917362,0.53175086,0.53098375,0.010461901,0.5974897,0.52087826,0.05846151,0.4490577,0.79791546,0.0056447564
111,0.50802755,0.4071612,0.0072020004,0.52320516,0.59889853,0.0030079745,0.60549194,0.52027357,0.045815352,0.46663058,0.6699253,0.016670696,0.60174453,0.4696768,0.013918548,0.53174466,0.53098965,0.010449291,0.5974849,0.5208731,0.05841674,0.44905663,0.79791,0.005644649
112,0.50793576,0.40718934,0.0072387476,0.52286536,0.59887123,0.0030328354,0.60536593,0.520357,0.04569374,0.46679685,0.6699478,0.01701613,0.60150886,0.46974176,0.013899829,0.5315921,0.5308986,0.010506869,0.5973464,0.52097374,0.0584061,0.44922894,0.7978801,0.005674435
113,0.5078087,0.407203,0.0072663543,0.5225688,0.5988708,0.0030262219,0.6054049,0.5204658,0.045531247,0.46696544,0.66999924,0.017420793,0.6013528,0.46978447,0.013807552,0.53138644,0.530816,0.01048366,0.5974188,0.5211189,0.0582304,0.44943532,0.7978017,0.0057016597
114,0.50774574,0.40720066,0.0072470284,0.5224009,0.5988903,0.0030205445,0.6054624,0.52053666,0.045246977,0.4670544,0.6700004,0.017599482,0.6012651,0.46977934,0.013666037,0.53174305,0.5160086,0.011599867,0.5973958,0.5211782,0.057833992,0.4496403,0.79776,0.005734152
115,0.5076025,0.40718466,0.0072544147,0.5222419,0.5988563,0.0030072525,0.6054988,0.52053875,0.044998966,0.46702063,0.6700132,0.017727787,0.5867781,0.46886244,0.014342982,0.5316414,0.51592255,0.011593264,0.59741664,0.5211824,0.057508163,0.44969648,0.7977006,0.0057475055
116,0.5074319,0.40714064,0.0073380563,0.52204365,0.5988656,0.0030109722,0.6054912,0.52054065,0.04475812,0.46700063,0.6700045,0.01772879,0.58660275,0.46885163,0.014400543,0.5314791,0.51591104,0.011584377,0.5974378,0.5211921,0.057272438,0.44968632,0.79766136,0.005766542
117,0.50742906,0.407134,0.0073383753,0.52205706,0.59886724,0.0030117694,0.60548836,0.5205492,0.044764277,0.46700227,0.6699962,0.017731123,0.58659744,0.46884957,0.014395198,0.53147984,0.5159037,0.011590735,0.5974364,0.521197,0.05728155,0.4496892,0.79766405,0.005764044
118,0.50732535,0.407154,0.0073524355,0.5220076,0.5989152,0.0030078285,0.6054904,0.52055603,0.044563137,0.46703175,0.6700187,0.017829271,0.5865724,0.46889493,0.014414153,0.5314591,0.51591957,0.011557464,0.5974714,0.52121055,0.05709641,0.44972807,0.79762226,0.005772084
119,0.5072372,0.4071824,0.0073473183,0.52197725,0.59893453,0.0029987267,0.60550994,0.52054334,0.044300552,0.46705806,0.6700187,0.017898116,0.58658826,0.46888304,0.014370776,0.53144366,0.5159002,0.011541035,0.5974963,0.5212003,0.05675742,0.44975483,0.79758924,0.0057722535
120,0.507276,0.40722126,0.007345827,0.5218718,0.598973,0.0030071368,0.6054535,0.5205595,0.04447761,0.4670802,0.6699627,0.017970257,0.5865354,0.46899024,0.014463096,0.51399404,0.51452726,0.01203387,0.59748566,0.52125096,0.0570753,0.44975516,0.7975925,0.0057705985
121,0.50714445,0.40716866,0.007365052,0.5219387,0.59901613,0.0029847075,0.60549957,0.5205532,0.04439012,0.46699312,0.6698973,0.017949803,0.58664256,0.4689628,0.0145123685,0.531547,0.5158835,0.011578214,0.59756225,0.52121186,0.057015892,0.44962034,0.797649,0.005782897
122,0.50705826,0.40709117,0.007398411,0.5220579,0.5990037,0.002960838,0.6055405,0.52053505,0.044355348,0.4669752,0.6699274,0.017719476,0.58663934,0.46889964,0.014495322,0.51412195,0.5144506,0.012038073,0.597597,0.52116525,0.056939464,0.4495001,0.7977263,0.005751921
123,0.5070541,0.40709072,0.0074010384,0.52205634,0.599002,0.0029619795,0.60553545,0.5205393,0.044381436,0.46698552,0.6699289,0.017722141,0.58663154,0.46890053,0.0144983465,0.5141227,0.51444155,0.012047297,0.597595,0.5211699,0.056984343,0.44950372,0.79772586,0.0057497704
124,0.507051,0.40703428,0.007405457,0.5221942,0.5990236,0.002969794,0.6055141,0.52053934,0.044485524,0.4669822,0.66987836,0.017607128,0.58661246,0.4688893,0.014500506,0.5141398,0.5145059,0.012030582,0.5975431,0.5211625,0.057047013,0.44945428,0.7977988,0.005749822
125,0.5071161,0.40699813,0.0074054636,0.52240133,0.59904295,0.0029752152,0.6055138,0.52053034,0.044696417,0.46702006,0.66985494,0.017481688,0.58662295,0.4688478,0.01449601,0.51419526,0.5145704,0.012037153,0.59750354,0.52114195,0.05723169,0.4494208,0.7978814,0.0057229055
126,0.5072191,0.4069373,0.00731569,0.5227075,0.5990254,0.0029694033,0.6055419,0.52051497,0.044922806,0.4670306,0.6698448,0.017331373,0.5866357,0.46878862,0.014428501,0.51426864,0.5145268,0.012071657,0.5974829,0.52111036,0.05739344,0.4493589,0.7979772,0.005705889
127,0.5074037,0.40695563,0.0072722663,0.5229289,0.5990858,0.0029809112,0.60555756,0.52048373,0.04521759,0.46702763,0.66981345,0.01712475,0.6012329,0.46970484,0.013772404,0.5143205,0.51461476,0.012067352,0.5974999,0.52106166,0.057757534,0.44928607,0.7980083,0.005686366
128,0.50763196,0.40702444,0.007261974,0.52313894,0.59910786,0.0029861138,0.6055091,0.52044594,0.045718066,0.4669513,0.6698015,0.0168706,0.6015068,0.46968326,0.0139372125,0.5143728,0.51469254,0.012060414,0.5975399,0.52103,0.058407128,0.44919962,0.7979994,0.0056419144
129,0.50764525,0.4070293,0.0072583063,0.52313715,0.59910905,0.0029875168,0.60550755,0.52045107,0.045759086,0.4669488,0.6698028,0.016874006,0.60151404,0.46968845,0.013939322,0.51438236,0.514684,0.012064278,0.5975451,0.5210368,0.058455564,0.44920197,0.79799294,0.00564565
130,0.5079059,0.40709183,0.00725788,0.52329266,0.59902453,0.0029825042,0.6055134,0.52038765,0.046180602,0.46670043,0.66980904,0.016577676,0.6018788,0.46965072,0.014009994,0.5144172,0.5146741,0.012054659,0.5977276,0.5210014,0.059005402,0.44896328,0.7979708,0.005616116
131,0.5081266,0.40718377,0.007303985,0.5236007,0.5991023,0.0030005206,0.6053433,0.52052706,0.04681558,0.46670312,0.6698238,0.016248593,0.6022193,0.46968704,0.014101728,0.5318378,0.5312552,0.010468757,0.59770465,0.5211921,0.059627958,0.44887263,0.79796594,0.005596182
132,0.50835305,0.4073907,0.007270411,0.5239601,0.5992121,0.0029648566,0.60562366,0.5205142,0.04746182,0.46643034,0.66978526,0.015912065,0.60254,0.46960387,0.01426189,0.5321276,0.5312996,0.010477503,0.5980748,0.52117026,0.060328238,0.44876322,0.7979968,0.0055627427
133,0.5107879,0.42406088,0.008664231,0.52389055,0.59929794,0.0029104846,0.6059097,0.5204197,0.048277527,0.46611166,0.669973,0.015542086,0.60281295,0.4697105,0.01446415,0.53212047,0.53119826,0.010395514,0.59870887,0.52105266,0.06162293,0.44884968,0.7979543,0.005503427
134,0.510844,0.42446083,0.008780494,0.5238903,0.5995649,0.0028546103,0.60610896,0.5200842,0.048584197,0.46555525,0.6701456,0.015337671,0.6027438,0.47005576,0.0146776335,0.515336,0.5000571,0.012848702,0.59906596,0.5206705,0.06243681,0.44897538,0.79798937,0.0054758172
135,0.51084566,0.42447057,0.008773612,0.5238952,0.5995595,0.0028545726,0.6061188,0.52008665,0.04857181,0.46555704,0.67014444,0.015330607,0.60274374,0.47005376,0.014667838,0.5153348,0.50005454,0.012842415,0.5990755,0.52066994,0.062417433,0.44896823,0.7979949,0.0054769674
136,0.5111845,0.42458346,0.0086607095,0.49451956,0.48167324,0.010367937,0.6062813,0.51987547,0.04878982,0.4651734,0.6703128,0.015204777,0.602914,0.47017807,0.014702799,0.5320277,0.53124344,0.010226503,0.59919226,0.5203858,0.0624203,0.4490324,0.7980939,0.005416263
137,0.5111637,0.42454174,0.008476494,0.49464273,0.481507,0.010318712,0.60637486,0.519592,0.049209926,0.46492064,0.686244,0.013814716,0.60309964,0.47016892,0.01469148,0.51532537,0.4998024,0.012874305,0.5993568,0.5201225,0.06286091,0.4492008,0.79818785,0.005387904
138,0.5111881,0.42450184,0.0082986895,0.49488756,0.48136118,0.010090402,0.60640365,0.519277,0.0488708,0.46475917,0.6865071,0.013422298,0.60335445,0.4699334,0.01462032,0.5154303,0.49950048,0.012810096,0.5996292,0.5197285,0.06280999,0.4494641,0.79845613,0.0053499765
139,0.5109326,0.42429355,0.008168169,0.49570125,0.49502292,0.009119136,0.6061618,0.5191783,0.04762692,0.4646557,0.68651104,0.013310091,0.60313314,0.46966106,0.014391747,0.5153442,0.49903098,0.013022934,0.5993966,0.51952946,0.061828807,0.44958898,0.79849494,0.0053871754
140,0.51044285,0.42398196,0.008181503,0.5222969,0.598655,0.0025865582,0.6165253,0.52023023,0.046958867,0.46499592,0.67059016,0.014839517,0.60280055,0.46964714,0.013982816,0.5325471,0.5004302,0.012524327,0.5995804,0.5196338,0.0602348,0.44972834,0.7984605,0.0054811896
141,0.51044554,0.42397404,0.00817803,0.52229744,0.59864986,0.0025863368,0.61651963,0.5202317,0.04699125,0.46500114,0.6706006,0.014833223,0.60280424,0.46965402,0.013987701,0.5325582,0.5004235,0.0125320265,0.5995699,0.5196387,0.060317248,0.44973436,0.7984594,0.0054841693
142,0.5107097,0.4239165,0.008153482,0.52301514,0.5988048,0.0026869772,0.60614735,0.51944226,0.046170898,0.46501815,0.67049754,0.014651844,0.60265565,0.46963578,0.0138573125,0.53275764,0.5006516,0.01244909,0.5990934,0.51969373,0.06044081,0.44963387,0.7989192,0.005408911
143,0.510603,0.42414886,0.008225716,0.52267754,0.5989739,0.0026408003,0.60598403,0.5194939,0.045885682,0.45287168,0.6707824,0.0155170895,0.60242015,0.4696621,0.013810792,0.53254735,0.5006393,0.012403494,0.5989364,0.5197255,0.060300518,0.45007128,0.79897195,0.0053518773
144,0.51003957,0.42430258,0.00835703,0.52404743,0.6128154,0.0021724144,0.6161102,0.520345,0.045123965,0.46498042,0.68634367,0.013854198,0.6019757,0.46980992,0.013768176,0.53213364,0.5004936,0.012519858,0.5986023,0.51958996,0.05846731,0.450271,0.7988255,0.0053217555
145,0.5095852,0.42434677,0.008349814,0.5205036,0.5985452,0.0026026112,0.61629343,0.52024525,0.04348016,0.4651955,0.6863701,0.014052762,0.58757275,0.48083064,0.016731488,0.5318421,0.50013196,0.012794239,0.5982709,0.51948667,0.056512542,0.4500602,0.7985601,0.005415562
146,0.50930065,0.42442378,0.008342315,0.51980215,0.598587,0.0025733162,0.6055871,0.5190507,0.040997624,0.46544677,0.68640125,0.013994319,0.5872491,0.48106855,0.01686643,0.53150743,0.49997792,0.01292142,0.59786767,0.5193655,0.054412723,0.44986856,0.7983098,0.0055332067
147,0.50930506,0.42441854,0.008347552,0.51981044,0.5985898,0.0025731584,0.60557073,0.5190458,0.041008864,0.46545368,0.6863945,0.013991377,0.58724856,0.48105612,0.01686745,0.53151155,0.49998173,0.012914203,0.5978595,0.51935863,0.054440144,0.4498688,0.7983106,0.0055298964
148,0.5092622,0.4244028,0.008359358,0.500501,0.59758884,0.0030649959,0.6055046,0.5190102,0.04049942,0.46553338,0.6862639,0.013882357,0.5874999,0.48122248,0.016754612,0.5314412,0.4998663,0.012936908,0.59783,0.51931447,0.054002773,0.44970453,0.7978108,0.005513997
149,0.50935715,0.42446348,0.008412078,0.5228212,0.6134728,0.0020960553,0.60550654,0.5190174,0.040532656,0.46553615,0.68618953,0.0138588045,0.5878243,0.48134825,0.01662871,0.5315544,0.4999594,0.01289717,0.597972,0.5192756,0.05435029,0.44951254,0.79759055,0.0054966225
150,0.50934476,0.42453262,0.008384726,0.52300394,0.613746,0.0021157719,0.60552084,0.51906985,0.04038518,0.4654974,0.6862329,0.013814241,0.5879718,0.4814711,0.016399508,0.5142566,0.49874705,0.013142194,0.59807855,0.5193666,0.054219168,0.44941851,0.79763234,0.005478534
151,0.5092041,0.42453244,0.008374318,0.5229423,0.6138082,0.0021233286,0.6053636,0.5191722,0.04045759,0.46550858,0.68629074,0.013800217,0.5879619,0.48156562,0.016282365,0.51419973,0.49878395,0.013127112,0.597972,0.5195486,0.05433936,0.44940203,0.7977054,0.005474934
152,0.50919634,0.42458048,0.008446057,0.5226433,0.6136052,0.0021321794,0.60525614,0.5192017,0.04115268,0.46533906,0.6862986,0.01384521,0.58794874,0.48162004,0.016482221,0.5142322,0.4988311,0.013167747,0.5979239,0.5196662,0.055277135,0.4494015,0.7977027,0.0054364977
153,0.5091869,0.42457953,0.008441614,0.52263135,0.61360234,0.0021330055,0.6052506,0.51919824,0.041152507,0.46534067,0.68629694,0.013851514,0.5879404,0.4816299,0.016487788,0.51422626,0.4988267,0.013171341,0.5979117,0.5196673,0.055270392,0.4494038,0.79770255,0.005438826
154,0.5091962,0.42459843,0.008449884,0.5225112,0.6135037,0.0021281303,0.6052167,0.5191911,0.041302584,0.46525744,0.68633485,0.013831435,0.5879153,0.48161876,0.0165254,0.5142207,0.49887195,0.013159453,0.59784925,0.51966065,0.05543395,0.4494108,0.79769534,0.005438891
155,0.50920695,0.4245758,0.008441049,0.52245635,0.6134594,0.0021237785,0.6052542,0.5191903,0.04132325,0.46522292,0.68637586,0.013793891,0.5878888,0.48158473,0.016502067,0.5142129,0.49889678,0.013127125,0.5978596,0.5196651,0.055401362,0.44942325,0.7977165,0.0054309755
