frame,right_shoulder_x,right_shoulder_y,right_shoulder_conf,right_elbow_x,right_elbow_y,right_elbow_conf,right_wrist_x,right_wrist_y,right_wrist_conf,right_hip_x,right_hip_y,right_hip_conf,right_knee_x,right_knee_y,right_knee_conf,right_ankle_x,right_ankle_y,right_ankle_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,left_knee_x,left_knee_y,left_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf
48,0.51021516,0.4248733,0.007937101,0.42757276,0.5719948,0.006501053,0.37775862,0.55531573,0.0040577683,0.52413946,0.61289275,0.0022347884,0.60654557,0.5199239,0.04092855,0.4678367,0.68725616,0.015308992,0.6025957,0.48216987,0.016547099,0.5702313,0.58483696,0.0050926916,0.4907492,0.6185666,0.0069883387,0.56875277,0.6168889,0.002534528,0.59890336,0.5206404,0.054630507,0.44007123,0.79805696,0.0045128805
49,0.51021355,0.42477286,0.008037707,0.42743653,0.5720884,0.0064908485,0.377769,0.5552416,0.00406045,0.52422166,0.6128715,0.0022252037,0.6065666,0.51980317,0.040971097,0.46786863,0.6873267,0.015312486,0.6027954,0.4820204,0.016588625,0.5702847,0.58482635,0.0050419713,0.49080172,0.6183991,0.007011005,0.5688201,0.6168464,0.0025197482,0.5989368,0.5204919,0.054605123,0.4400006,0.7980711,0.004525114
50,0.5103756,0.42482278,0.008226051,0.4275137,0.5722215,0.0065825176,0.37790564,0.55535805,0.0040113274,0.52419245,0.61302274,0.0022605772,0.60653085,0.5197455,0.041258086,0.46780714,0.6872197,0.015386356,0.60266984,0.48226053,0.016713534,0.5701761,0.5848647,0.00512303,0.49084812,0.6184319,0.0071632126,0.56870687,0.6170623,0.002549662,0.5988484,0.52043855,0.054948915,0.43989995,0.7980594,0.004593122
51,0.5103704,0.42481276,0.00823528,0.42749107,0.57222646,0.006580011,0.37790972,0.5553544,0.004010695,0.52418643,0.61302805,0.002261257,0.6065415,0.519735,0.041214105,0.46780908,0.68722975,0.015395692,0.58845365,0.48178747,0.017261345,0.5701911,0.5848728,0.0051174746,0.49083307,0.6184289,0.0071553322,0.5687098,0.6170716,0.002550078,0.5988664,0.5204292,0.054902926,0.43992004,0.7980571,0.0045985514
52,0.510496,0.4249104,0.008365546,0.42753068,0.5723323,0.00667559,0.3780131,0.555314,0.004006362,0.5242084,0.6131527,0.0022850097,0.60650724,0.51976985,0.041503087,0.4677119,0.68708956,0.015347626,0.5883398,0.48184955,0.01731075,0.57017463,0.58480513,0.005159056,0.49087077,0.61838317,0.0072742733,0.49354687,0.5129133,0.011295624,0.5988641,0.52044094,0.055215627,0.4398382,0.7980242,0.004606925
53,0.5103988,0.42470416,0.00839319,0.4275056,0.57237834,0.00668574,0.37803313,0.55525184,0.0040182206,0.5241322,0.6131357,0.0022977937,0.6065545,0.51969063,0.041894384,0.46766135,0.68699586,0.015360984,0.58840925,0.48163143,0.017544124,0.57027906,0.58480424,0.005204681,0.4907352,0.6183566,0.0073201032,0.56871504,0.6171536,0.00257893,0.598808,0.5203566,0.05566755,0.4398271,0.79802835,0.004613987
54,0.5103348,0.42470026,0.008356885,0.42755458,0.57240105,0.006691329,0.37812516,0.555228,0.004022228,0.52420145,0.6130893,0.0023184193,0.6064588,0.5196993,0.043102518,0.46760815,0.686968,0.015444176,0.58837724,0.48164806,0.01769447,0.5702634,0.5847734,0.005292747,0.4907259,0.6183646,0.007370841,0.5687407,0.6170918,0.0026093088,0.59867465,0.5203437,0.057137366,0.439793,0.7980357,0.0046183295
55,0.5103315,0.42471245,0.008314044,0.42753977,0.57236665,0.006716124,0.3782335,0.5552873,0.0040141805,0.52414,0.6130403,0.002338699,0.6063196,0.5197035,0.043913387,0.46758646,0.6869977,0.015529484,0.58844113,0.48166007,0.017958017,0.5702296,0.58471704,0.0053380616,0.49067536,0.61830235,0.0074086264,0.56871116,0.6170523,0.0026370513,0.5984632,0.52033067,0.05811078,0.4398309,0.79802257,0.004633873
56,0.51010644,0.4247811,0.008410121,0.42757374,0.57229394,0.006737173,0.37820432,0.55537534,0.004023544,0.52401793,0.6130541,0.0023397182,0.6063117,0.5196601,0.04332946,0.46760157,0.68699205,0.0154798,0.58844024,0.48167723,0.017921917,0.57018226,0.5847421,0.0053356793,0.4905935,0.618251,0.0073884316,0.56862193,0.6170949,0.0026425843,0.59847116,0.52031094,0.057518013,0.43978274,0.79800683,0.0046212194
57,0.5100955,0.4247661,0.008413272,0.42755803,0.57229793,0.006737349,0.37821403,0.5553687,0.0040246984,0.5240105,0.6130625,0.0023402802,0.606325,0.51965517,0.04327151,0.46760428,0.68700457,0.0154887345,0.5884382,0.48167434,0.017940274,0.57019114,0.58474886,0.005328894,0.49058622,0.618249,0.007381259,0.5686182,0.61711067,0.0026428066,0.5984863,0.5203075,0.05745222,0.4397975,0.7980034,0.004627312
58,0.50991946,0.4248725,0.008490178,0.42772567,0.57224154,0.006797438,0.37831149,0.55539244,0.0040297825,0.5238859,0.6131392,0.0023418474,0.6063502,0.5195976,0.042879142,0.4675886,0.68696004,0.0154745625,0.58835095,0.4817093,0.018000413,0.5701772,0.58476365,0.0053449697,0.4903822,0.6181066,0.007418138,0.56856084,0.61724454,0.002645592,0.59853506,0.5202566,0.05700218,0.43977833,0.79797894,0.0046179
59,0.50985,0.42487544,0.008566689,0.42780194,0.5722073,0.0068074693,0.37837467,0.5554256,0.0040256944,0.5239533,0.61314553,0.0023384609,0.6063084,0.5196152,0.042723972,0.4676357,0.68691367,0.015434382,0.5882564,0.48176888,0.018081965,0.5702804,0.58477646,0.0053281584,0.49023527,0.6180684,0.0073938323,0.56861025,0.6172913,0.00264361,0.5985493,0.52027357,0.05681274,0.43980524,0.79796827,0.004611723
60,0.50986904,0.4248451,0.008527195,0.4277071,0.5722175,0.006789578,0.3783479,0.55539113,0.004041126,0.5239716,0.6130823,0.0023310059,0.6063665,0.51957285,0.04269395,0.4676508,0.68684345,0.015406791,0.5882679,0.4816555,0.018003171,0.57030565,0.58471507,0.00527415,0.4902617,0.6180394,0.007400751,0.5686274,0.6172224,0.0026327933,0.59864336,0.52023095,0.056752604,0.4397657,0.79800546,0.0046123187
61,0.5097738,0.4248568,0.008534573,0.42779604,0.5722072,0.0068134917,0.37846088,0.55544734,0.00404314,0.52401364,0.61311114,0.002339725,0.6063343,0.5196146,0.04282708,0.46765304,0.6868649,0.015425934,0.58820295,0.48171368,0.01804389,0.5703056,0.5847462,0.0053273397,0.49021,0.61800146,0.0074354606,0.56867796,0.6172632,0.002633854,0.5985796,0.52026945,0.056931935,0.43972868,0.79799825,0.0046119024
62,0.50973856,0.42477125,0.008500007,0.42764756,0.5721606,0.006807466,0.3783518,0.5553339,0.004078539,0.5238611,0.61310935,0.002340973,0.606398,0.5195165,0.042754747,0.46761033,0.6868731,0.015394044,0.58818406,0.48162752,0.018038029,0.57028955,0.58466464,0.0052558496,0.49026042,0.61802423,0.0074125226,0.568589,0.61717945,0.002634184,0.59862036,0.5201528,0.056854963,0.43975708,0.7980046,0.004598907
