frame,shoulder_x,shoulder_y,shoulder_conf,elbow_x,elbow_y,elbow_conf,wrist_x,wrist_y,wrist_conf,hip_x,hip_y,hip_conf,knee_x,knee_y,knee_conf,ankle_x,ankle_y,ankle_conf
47,0.5126256,0.4240358,0.009148357,0.4450518,0.57418925,0.0071776225,0.39270496,0.5564378,0.003931557,0.5244581,0.6128353,0.00205137,0.60703284,0.5201898,0.05275386,0.4657129,0.6863649,0.014517299
48,0.51258713,0.4240065,0.009185127,0.44506833,0.574117,0.0071584797,0.39272776,0.5564989,0.003896434,0.52458596,0.61291265,0.0020723646,0.6070197,0.52009076,0.052529074,0.4655857,0.6863913,0.014376653
49,0.512456,0.42410165,0.009348641,0.4451119,0.57400465,0.007209563,0.37731454,0.55501163,0.003620619,0.5246592,0.61306745,0.0021108766,0.6069668,0.520014,0.052030977,0.465509,0.686338,0.014367775
50,0.5123216,0.42414197,0.009516506,0.4452223,0.57390445,0.0072339037,0.3928085,0.55657995,0.0038807902,0.52493304,0.6132522,0.0021396198,0.6069,0.5199559,0.051843587,0.46545875,0.6862537,0.014346716
51,0.51221853,0.4241957,0.009647159,0.44524065,0.57386696,0.0072478517,0.39284167,0.5566321,0.0038699368,0.5251087,0.6134055,0.002160631,0.6068289,0.5199354,0.05161073,0.46546048,0.6861476,0.014376098
52,0.51219285,0.4242346,0.009777901,0.44526964,0.57383144,0.0072599803,0.37736043,0.5551426,0.0036113847,0.5253428,0.6135856,0.0021830082,0.60672,0.5200027,0.05143214,0.4655227,0.68602157,0.014455431
53,0.51213384,0.42428708,0.009902674,0.4452905,0.57374775,0.0072831414,0.37737083,0.555135,0.0036079441,0.5255134,0.61370766,0.0022090643,0.6066229,0.52014256,0.051326267,0.46566296,0.6858578,0.014587842
54,0.512098,0.42430654,0.010015334,0.44533914,0.5736914,0.0072947973,0.37736917,0.55517405,0.0036068438,0.52560663,0.6138144,0.0022221862,0.60655135,0.52033484,0.050982285,0.46576387,0.6857444,0.014685905
55,0.512071,0.4243609,0.010101653,0.44537833,0.5736366,0.007293033,0.37734258,0.5552232,0.0035933703,0.5257513,0.6139238,0.0022344037,0.6064847,0.52054733,0.05065299,0.46591046,0.685635,0.014792278
56,0.5119768,0.42444342,0.010159717,0.4453822,0.57352155,0.0072997124,0.37736398,0.5552585,0.003583735,0.5258628,0.61402303,0.0022450201,0.60640305,0.5206964,0.050167393,0.46603483,0.6855394,0.014916303
57,0.51193184,0.42455602,0.010225644,0.4453788,0.5734593,0.0073143574,0.37740803,0.55526507,0.0035788247,0.5260185,0.6141363,0.002250531,0.606862,0.52921265,0.04737295,0.46617627,0.6854871,0.014972467
58,0.51185685,0.42458797,0.010250543,0.44537246,0.5733623,0.0073479414,0.37745532,0.5552217,0.0035853414,0.525907,0.6141666,0.0022528255,0.60683167,0.52936006,0.047407433,0.466392,0.6854735,0.015061447
59,0.51183504,0.4246296,0.01031047,0.44538358,0.5733402,0.007391453,0.37749827,0.5552257,0.003586062,0.5258629,0.61427045,0.0022625471,0.6068301,0.5294653,0.047114365,0.46657032,0.6854409,0.015119981
60,0.5118384,0.42470646,0.010325312,0.44543123,0.5733281,0.007441886,0.37758347,0.5552434,0.0035947294,0.52587736,0.6143627,0.002282498,0.60679114,0.52958864,0.04706727,0.46679014,0.6854331,0.015219344
61,0.5118266,0.42472294,0.0103524495,0.4454548,0.57331103,0.007480248,0.37762034,0.55525976,0.0036041236,0.5258047,0.61441797,0.0022870924,0.60676235,0.529626,0.046867914,0.46689868,0.6854338,0.015248314
62,0.5118209,0.42476523,0.01038121,0.44544053,0.5733167,0.0075109154,0.3776581,0.55527073,0.003611937,0.52570665,0.61447185,0.0022896947,0.60676193,0.52959937,0.046586957,0.46696317,0.68544286,0.015255792
63,0.5118044,0.42483655,0.010419769,0.44544363,0.5733135,0.0075403578,0.37770158,0.5552877,0.0036159635,0.5257641,0.61455446,0.0022963872,0.606773,0.5295867,0.046307273,0.46705034,0.68545747,0.0152608985
64,0.5117795,0.42486992,0.010439031,0.44549322,0.5733085,0.007580085,0.37774995,0.555299,0.0036225596,0.52577764,0.61460793,0.0023068716,0.6067375,0.52961016,0.04628009,0.4671116,0.68546885,0.015285577
65,0.5117659,0.4249204,0.010420866,0.44549456,0.5732945,0.0076101907,0.37778786,0.55529726,0.0036275112,0.52576137,0.61464536,0.0023116232,0.60669374,0.5296086,0.04617044,0.46715918,0.685464,0.0152854845
66,0.5117461,0.42496738,0.010421801,0.44547808,0.57326967,0.007619829,0.3777878,0.5552773,0.0036242434,0.5256737,0.6146621,0.0023092926,0.6066772,0.52959317,0.045880124,0.4672122,0.685501,0.015330521
67,0.511727,0.42498657,0.010420031,0.44545692,0.57325244,0.007632907,0.3777979,0.55527055,0.0036221778,0.5256233,0.6146549,0.0023113359,0.6066957,0.5296555,0.045755964,0.46728447,0.68551487,0.015415758
68,0.5117304,0.42503056,0.010425352,0.44545013,0.5732519,0.007659515,0.37782145,0.55528224,0.0036277592,0.5255595,0.61468416,0.0023156647,0.60586494,0.5210732,0.048072126,0.46732438,0.6855385,0.015441615
69,0.5117029,0.4250655,0.010427595,0.44543493,0.5732644,0.007677811,0.37782478,0.55527085,0.0036281731,0.52552897,0.61474305,0.002315703,0.60589725,0.5210728,0.047932517,0.46738973,0.6855717,0.015469034
70,0.5117023,0.4250723,0.010450422,0.44543922,0.57329136,0.0076877605,0.37783754,0.5552702,0.0036316414,0.5255186,0.61479557,0.002316922,0.60591066,0.52106416,0.047920767,0.46743703,0.6855965,0.015471999
71,0.5116998,0.42508945,0.010465116,0.4454118,0.5733095,0.007680881,0.377835,0.55528736,0.003632611,0.5052008,0.6131651,0.0026779925,0.60595185,0.52104175,0.04780575,0.4674958,0.6856206,0.015461615
72,0.5116915,0.42508632,0.010443151,0.44541287,0.5733238,0.00768175,0.3778506,0.5553002,0.0036326924,0.50519955,0.6131669,0.002676307,0.60597336,0.52105635,0.047778472,0.46752912,0.685623,0.015494714
73,0.5116578,0.4250702,0.010427102,0.44536987,0.5732984,0.0076735322,0.37785593,0.55531836,0.0036286144,0.5255273,0.61481667,0.0023139964,0.605962,0.5210452,0.047803205,0.46755487,0.68561065,0.015504951
74,0.5115919,0.4250453,0.010432877,0.44534314,0.5733162,0.007663815,0.37785986,0.5553268,0.0036202953,0.52549237,0.61481136,0.0023127154,0.605963,0.5210249,0.047786526,0.46756035,0.6856179,0.015487724
75,0.5115773,0.4250563,0.010437363,0.4287457,0.5850516,0.0063095014,0.37788123,0.5553162,0.0036184986,0.5254633,0.61483747,0.0023101156,0.60597676,0.52101374,0.047748096,0.467613,0.6856518,0.015481626
76,0.5115628,0.42506698,0.010416874,0.42873263,0.58506614,0.006306596,0.3778801,0.5553238,0.0036156354,0.5254464,0.61486435,0.0023054508,0.6059842,0.5210093,0.0477203,0.46767303,0.6856517,0.015500621
77,0.5115596,0.42507932,0.010405182,0.4287011,0.585061,0.006298634,0.37787378,0.55533224,0.0036138527,0.505192,0.613185,0.0026734069,0.60599977,0.52100676,0.047676668,0.46768284,0.68566585,0.015505628
78,0.51156485,0.42507288,0.010383762,0.42867807,0.58506346,0.006288528,0.37787873,0.55532926,0.003611263,0.5254323,0.61481655,0.0023067412,0.60600275,0.52101374,0.047694847,0.4676849,0.6856595,0.015503742
79,0.51156765,0.42509186,0.010399768,0.4286924,0.5851049,0.0063008014,0.3779027,0.5553193,0.003611738,0.5254375,0.61483973,0.0023097324,0.60599905,0.52102065,0.047700096,0.46771997,0.685659,0.01549398
80,0.51160425,0.42508677,0.010383635,0.42869684,0.58514404,0.0063000578,0.3778979,0.5553245,0.0036108594,0.52541095,0.6148315,0.0023081824,0.6060031,0.5210172,0.04769344,0.46771437,0.6856724,0.015493011
81,0.5116028,0.42507628,0.010367498,0.42867616,0.58513916,0.006296292,0.37790108,0.5553292,0.0036078484,0.52535355,0.61479145,0.0023081691,0.60599405,0.5210202,0.04769012,0.46770436,0.6856833,0.015509101
82,0.51154494,0.42506897,0.010386369,0.42863703,0.5851306,0.0062905275,0.37789884,0.55530554,0.0036004013,0.52530706,0.6147512,0.0023108863,0.6059833,0.52101326,0.04766286,0.46771514,0.68569577,0.015486487
83,0.5115665,0.42506793,0.010380053,0.42864615,0.5851568,0.006295669,0.37790295,0.55529827,0.0036041716,0.5253156,0.6147616,0.0023134865,0.60596514,0.52102864,0.047712877,0.46775803,0.6856998,0.015492109
84,0.5115901,0.42507216,0.010385272,0.4286843,0.58518624,0.006305335,0.37792218,0.55530655,0.0036064615,0.52533954,0.61478156,0.002317376,0.6059289,0.5210542,0.04777116,0.46782807,0.6856975,0.015542093
85,0.5115853,0.42505205,0.010369978,0.42868847,0.5851992,0.006302536,0.37792686,0.5553134,0.0036077404,0.52538896,0.6148035,0.0023176905,0.6059147,0.52110034,0.047768828,0.4679558,0.68569773,0.015582973
86,0.5115512,0.42502907,0.0103829345,0.42868242,0.5852028,0.006306874,0.377948,0.55532044,0.003603783,0.5253852,0.6148105,0.00232474,0.61697763,0.53111887,0.046370912,0.46801257,0.68570125,0.015623528
87,0.51155174,0.42501754,0.010394759,0.42868367,0.5852197,0.0063069873,0.37793437,0.5553231,0.0035984754,0.5254273,0.61485904,0.0023265122,0.61697036,0.5311301,0.046395525,0.46809638,0.68571967,0.015627723
88,0.5115539,0.42501074,0.010408123,0.42868748,0.5852422,0.006319018,0.37793276,0.55533105,0.003611836,0.5254215,0.61487263,0.0023334057,0.61695015,0.5311314,0.046413258,0.46811435,0.68572855,0.01564248
89,0.5115151,0.4250429,0.010400942,0.4287043,0.58522576,0.006343996,0.37796754,0.5553323,0.0036281317,0.5253338,0.614868,0.0023425026,0.6169372,0.53113854,0.04643329,0.46813953,0.6857253,0.01572058
90,0.51150274,0.42502525,0.010393836,0.4286749,0.58523476,0.006330805,0.3779625,0.55534154,0.00362135,0.52533245,0.6148551,0.0023449555,0.6169489,0.53112036,0.046445653,0.46816432,0.6857186,0.015737709
91,0.5114687,0.42499626,0.010416673,0.42863563,0.5852477,0.0063153966,0.37796623,0.5553491,0.0036143267,0.52534574,0.6148234,0.0023549565,0.61694443,0.5311029,0.0464827,0.46815062,0.68569624,0.015709907
92,0.511494,0.4249604,0.010424304,0.42860055,0.58528715,0.0062950305,0.3779429,0.55538386,0.0036148673,0.52547055,0.6148154,0.002367287,0.61694914,0.5310587,0.046639554,0.46809718,0.6856553,0.0156376
