frame,shoulder_x,shoulder_y,shoulder_conf,hip_x,hip_y,hip_conf,knee_x,knee_y,knee_conf,ankle_x,ankle_y,ankle_conf
87,0.5886934,0.47700348,0.0123676,0.49659422,0.5411589,0.009144603,0.6094655,0.5117541,0.04675278,0.43293673,0.83679897,0.0032134631
88,0.58871686,0.47731757,0.012667495,0.5322121,0.5434697,0.007826368,0.5995565,0.5126668,0.046064746,0.43305278,0.8366577,0.0032437919
89,0.5887144,0.47738886,0.0127073955,0.5321101,0.54357684,0.0077930773,0.5995334,0.5127727,0.04634058,0.43310657,0.8366226,0.0032469123
90,0.5885996,0.47723302,0.0129365055,0.5325723,0.52896094,0.009003509,0.5993951,0.51282096,0.047563173,0.43307102,0.83667976,0.0032349448
91,0.5886016,0.47723526,0.012935776,0.53257334,0.52895945,0.009001964,0.599398,0.5128219,0.047557797,0.43307018,0.836684,0.0032349085
92,0.5886444,0.47703865,0.012945844,0.5325327,0.5288168,0.009017402,0.5994392,0.5127804,0.047873843,0.4330512,0.836709,0.0032295173
93,0.58884424,0.4768155,0.012913504,0.532505,0.52865803,0.009094945,0.5995305,0.512602,0.048259933,0.43307984,0.8366963,0.0032304507
94,0.588981,0.47624213,0.012492117,0.5324442,0.528131,0.009075384,0.60930496,0.5115773,0.049434282,0.43307137,0.836782,0.003203494
95,0.58904433,0.47574368,0.012150009,0.5155093,0.51191324,0.010608935,0.60949785,0.5113303,0.048551347,0.43306243,0.8368695,0.0031771178
96,0.6038556,0.4760298,0.011730519,0.5154473,0.5115729,0.010680357,0.6095331,0.5110983,0.04831292,0.43294096,0.8369684,0.0031497856
97,0.60385686,0.4760291,0.011729397,0.51545084,0.5115751,0.010679698,0.6095353,0.51110053,0.048312716,0.43294057,0.8369682,0.003150109
98,0.60405815,0.4755019,0.011545263,0.51571876,0.5115911,0.010579116,0.6095446,0.5109342,0.048144776,0.4327324,0.8371068,0.0030961211
99,0.60393816,0.47542223,0.011575678,0.5156748,0.5113557,0.010529321,0.60956115,0.5109356,0.048229687,0.43267572,0.83721864,0.0030794104
100,0.5890756,0.4746483,0.012090193,0.51552856,0.51116925,0.010712262,0.60960853,0.51114863,0.049213205,0.4327144,0.83726716,0.0030774989
101,0.5891004,0.47488636,0.012388059,0.5155185,0.51125455,0.010764579,0.60963506,0.5113542,0.05002255,0.43278128,0.8373241,0.0030652275
102,0.5889281,0.4752884,0.01280775,0.5153226,0.51127094,0.011231379,0.60956347,0.5114919,0.051293828,0.43270898,0.837375,0.0030495233
103,0.5889237,0.47530153,0.012822644,0.5153174,0.51127595,0.011240347,0.609559,0.51149505,0.051329367,0.43271163,0.83737195,0.0030505632
104,0.5886742,0.47589868,0.013392471,0.5148748,0.5114355,0.0116196675,0.5998278,0.51238966,0.051180463,0.43280315,0.8371752,0.0031127096
105,0.5883732,0.4764238,0.01385969,0.5323781,0.5127139,0.011473724,0.59957373,0.51247543,0.052122448,0.43283316,0.8370173,0.0031724656
106,0.5882482,0.4768436,0.014018534,0.5323758,0.51294214,0.011481926,0.5993822,0.5126449,0.051883392,0.43293113,0.8369938,0.0031777385
107,0.5885634,0.4767149,0.013765954,0.5326948,0.5129693,0.011235813,0.59944904,0.51265854,0.051771898,0.4329988,0.8370036,0.0031667496
108,0.58864886,0.4762935,0.013589601,0.5327164,0.51266336,0.0112820575,0.5996009,0.5126069,0.052143786,0.4328161,0.8372083,0.0031146458
109,0.5886441,0.4762975,0.013595251,0.5327169,0.5126685,0.011283777,0.5995968,0.5126116,0.052156575,0.4328136,0.83720714,0.003114961
110,0.5886186,0.4762171,0.013557875,0.51495624,0.5114337,0.011962603,0.59952563,0.51260597,0.052266296,0.43282294,0.8372823,0.0030886845
111,0.5885755,0.47632945,0.013575233,0.53266764,0.5127411,0.01132903,0.5993955,0.5126168,0.052369043,0.43281472,0.83729273,0.0030823569
112,0.588516,0.47631583,0.013507836,0.53263986,0.5128435,0.011284702,0.59937394,0.5126305,0.052032344,0.4328589,0.8372759,0.003082275
113,0.58851033,0.4766309,0.013772826,0.53266245,0.51328206,0.011176624,0.59930474,0.5127137,0.052424703,0.43289924,0.83718187,0.0030938762
114,0.5885651,0.4765679,0.013712314,0.5326506,0.5132349,0.011063872,0.59937483,0.5126563,0.052144833,0.4329154,0.837188,0.0030886815
115,0.58856136,0.47657385,0.0137226535,0.53265095,0.51324075,0.011070672,0.5993703,0.51265925,0.05217993,0.43291473,0.83718663,0.0030892924
116,0.58849984,0.47670823,0.013766505,0.53256965,0.5133923,0.01101558,0.5993201,0.51269823,0.05215304,0.4329056,0.8371691,0.0030929912
117,0.5885116,0.47671607,0.013707562,0.53254294,0.5134076,0.010936748,0.59937954,0.5127025,0.051794995,0.43290067,0.8371825,0.0030887946
118,0.58852094,0.47665206,0.0136429295,0.5325733,0.51333797,0.010915817,0.59939903,0.51271075,0.051567286,0.43289307,0.8372045,0.0030807045
119,0.588512,0.4765897,0.0135893375,0.53256613,0.5132575,0.010938256,0.5994294,0.5126912,0.051556427,0.43288124,0.83723253,0.0030768102
120,0.5885318,0.47637007,0.013489083,0.5325526,0.5130005,0.01103179,0.5995063,0.5126476,0.05160805,0.43287513,0.8372558,0.0030760514
121,0.5885309,0.4763605,0.0134824235,0.5325553,0.5129955,0.011029201,0.5995115,0.51264685,0.051589675,0.43287563,0.837256,0.0030755291
122,0.5885466,0.4762582,0.013470125,0.53256714,0.5128807,0.011148129,0.5995028,0.5126233,0.051753562,0.4328779,0.8372413,0.003080901
123,0.5884694,0.47623146,0.013486014,0.53252465,0.5127676,0.011209547,0.59945863,0.5126364,0.05186403,0.43289724,0.83721673,0.0030921295
124,0.5884101,0.4761768,0.013421067,0.5325257,0.51260036,0.011252538,0.59946936,0.5126535,0.051741123,0.43286732,0.8372364,0.003094369
125,0.58834106,0.47644955,0.013545591,0.532481,0.5127275,0.0112897195,0.59942824,0.5126934,0.05183964,0.43278658,0.8371884,0.0031091531
126,0.5884188,0.47675732,0.013597498,0.5325393,0.51294875,0.0111297,0.599479,0.5127747,0.051721275,0.43279287,0.83709145,0.0031300278
127,0.58841693,0.47676876,0.013604412,0.5325363,0.5129581,0.011130297,0.599474,0.512778,0.05173956,0.4327932,0.83708936,0.0031301796
128,0.5881245,0.47708106,0.013988222,0.5324774,0.51312816,0.011212078,0.5993045,0.512914,0.05257547,0.43285614,0.83704066,0.0031429841
129,0.58814853,0.4772021,0.014345786,0.5322995,0.5132255,0.011155407,0.5993771,0.51285267,0.053227913,0.43289953,0.836875,0.0032181342
130,0.58846134,0.47663155,0.014231915,0.51473314,0.51171553,0.011664253,0.5996284,0.51247567,0.053543575,0.43294972,0.8369058,0.0032192494
131,0.58881855,0.47601464,0.013797789,0.53270817,0.5130562,0.010794349,0.5997903,0.51225597,0.052896697,0.43290523,0.8370135,0.0031438624
