frame,shoulder_x,shoulder_y,shoulder_z,shoulder_vis,elbow_x,elbow_y,elbow_z,elbow_vis,wrist_x,wrist_y,wrist_z,wrist_vis,hip_x,hip_y,hip_z,hip_vis,knee_x,knee_y,knee_z,knee_vis,ankle_x,ankle_y,ankle_z,ankle_vis
21,0.1682395575181493,0.7030467907255165,0.0,0.9635855555534363,0.18399546281346735,0.7273818139750589,0.0,0.9060423970222473,0.1955491011997439,0.7105800995766867,0.0,0.7995451092720032,0.16424742284810767,0.7839486988019744,0.0,0.8791216611862183,0.18942856338788877,0.7351819920240585,0.0,0.7843567728996277,0.1871765784497531,0.7742531110053282,0.0,0.7044134140014648
22,0.16963834582634693,0.7149112972754315,0.0,0.841978132724762,0.1852869357702867,0.729117868335676,0.0,0.7273800373077393,0.19099883313448923,0.7138340523053412,0.0,0.589597225189209,0.1667929415432912,0.7890906553388141,0.0,0.614387571811676,0.18818808501621462,0.7271146255557008,0.0,0.6132619380950928,0.18354208964221883,0.761651521946097,0.0,0.6965816020965576
23,0.16959915521009913,0.7112656597313023,0.0,0.8898985981941223,0.18484675209477264,0.724585688762585,0.0,0.8433058857917786,0.19193530532549014,0.710135487831786,0.0,0.7311366200447083,0.16700937163155033,0.7863063413228949,0.0,0.7773693203926086,0.1930198849372144,0.7356066843455805,0.0,0.6948415637016296,0.19081223685786408,0.7618456724797332,0.0,0.682685136795044
24,0.172116423552891,0.7002601783145921,0.0,0.9697392582893372,0.19044714153937572,0.7208949132943253,0.0,0.9248405694961548,0.2048754242231261,0.7115410840660957,0.0,0.8237076997756958,0.17048589238580666,0.7873565163073679,0.0,0.9233604669570923,0.19724081147391842,0.7625469383335512,0.0,0.7875137329101562,0.19765551585071492,0.7926149887021117,0.0,0.6257315874099731
25,0.1708925894971164,0.7024502295330478,0.0,0.9506012201309204,0.187497966694382,0.7250659256300667,0.0,0.8899356126785278,0.19902801513671875,0.707672119140625,0.0,0.7622701525688171,0.17071232705746056,0.7858006305774385,0.0,0.8812807202339172,0.19237951962453015,0.75193263097787,0.0,0.7496674656867981,0.18888545486162295,0.7833221946301321,0.0,0.6262543201446533
26,0.1715334046561763,0.7009675093774517,0.0,0.946032702922821,0.18890575193009287,0.7197296908709794,0.0,0.8873716592788696,0.20154060507720373,0.6996893463773208,0.0,0.7607642412185669,0.17205893318608123,0.7844145068563677,0.0,0.8955202102661133,0.19450419803835312,0.7568095059574399,0.0,0.7648778557777405,0.19142230051868367,0.7860205742105779,0.0,0.6295071840286255
27,0.17557306109734303,0.6988894410711951,0.0,0.962315022945404,0.19238236265362435,0.723480863052432,0.0,0.9127585291862488,0.20266592277670806,0.7212631034053021,0.0,0.7844468355178833,0.17361183886258108,0.7861124461664815,0.0,0.9159374833106995,0.19922332043917673,0.7670861407802694,0.0,0.7547962665557861,0.1970975803879072,0.7996158360437369,0.0,0.5744474530220032
28,0.17691889349019752,0.6984312943334858,0.0,0.9631941318511963,0.19606993333348688,0.7175004392488232,0.0,0.9462791681289673,0.20051572907645748,0.7217957564477642,0.0,0.8583604097366333,0.1736523430302458,0.7878032987586624,0.0,0.9290831089019775,0.20375993116846625,0.7728944403357086,0.0,0.749607264995575,0.20126594687407873,0.7993754622327732,0.0,0.5207536220550537
29,0.17864758113645157,0.7011926882436584,0.0,0.9666895270347595,0.19820573194971625,0.7244743442934427,0.0,0.9371678233146667,0.20328773642485998,0.7322834605452406,0.0,0.8299667835235596,0.17515704316912956,0.790538452659192,0.0,0.9070401191711426,0.20463997463010392,0.7700172328549948,0.0,0.6979221105575562,0.2034946117761,0.793840735527262,0.0,0.4890080392360687
30,0.18307403348526866,0.7004865702226072,0.0,0.9858734607696533,0.20138592989939563,0.7277325107462735,0.0,0.9622308015823364,0.20286067026966023,0.7404185658219469,0.0,0.8831164240837097,0.17762983070229585,0.7892332196734441,0.0,0.9571484327316284,0.21093625842400318,0.7851506317010983,0.0,0.8136522173881531,0.20898468089553546,0.8139169605207244,0.0,0.5938919186592102
31,0.18364022812753353,0.7034861672373496,0.0,0.9837676286697388,0.20242320366625516,0.7256830446889709,0.0,0.9500795006752014,0.202979879559211,0.7395915266858982,0.0,0.8559666872024536,0.17926203529789764,0.7905139364458028,0.0,0.9242315292358398,0.20805321099623195,0.7802377485331132,0.0,0.6866810917854309,0.2081745075729658,0.8037542239392652,0.0,0.43277204036712646
32,0.1835044285036483,0.7034173430758042,0.0,0.9880446791648865,0.20218741218998748,0.7260372528969992,0.0,0.961982786655426,0.2051938794693857,0.7418883894277916,0.0,0.8883789777755737,0.17953187114787553,0.7889476440940442,0.0,0.9519442319869995,0.21113140178176593,0.7866205829955544,0.0,0.7796461582183838,0.2115277704202904,0.8132545120047725,0.0,0.5348660945892334
33,0.18128875516495616,0.7049289208575772,0.0,0.9704663157463074,0.19875859314540648,0.7213298207047594,0.0,0.9229993224143982,0.20000094287800338,0.7243444849756472,0.0,0.8246725797653198,0.18064939750815337,0.7880377988935016,0.0,0.8988087177276611,0.20726952462826134,0.7721947067452275,0.0,0.6625731587409973,0.20993536823200729,0.7877022970670436,0.0,0.44552406668663025
34,0.1809549151726489,0.7072294865692011,0.0,0.9594491720199585,0.19560263291844782,0.7196184102461428,0.0,0.8936339616775513,0.19873604684505822,0.7188222079097476,0.0,0.7845779061317444,0.18177960953622493,0.7852735319895724,0.0,0.8710917234420776,0.20557155249253758,0.7726582802489212,0.0,0.6066299080848694,0.20789016867583654,0.78271484375,0.0,0.40272632241249084
35,0.18145769946980025,0.7078563738068776,0.0,0.9705969095230103,0.1959693836715986,0.7254595257747123,0.0,0.9085684418678284,0.20012026013068432,0.7281298138606498,0.0,0.8022005558013916,0.1815930852350199,0.7851833838299228,0.0,0.9054535627365112,0.2058265614059736,0.7741568337923314,0.0,0.6761844158172607,0.21111263419097326,0.7833062335537069,0.0,0.4718039929866791
36,0.18323146172289578,0.7105195751748823,0.0,0.9460363984107971,0.20018129528693432,0.7186215452569299,0.0,0.9026932120323181,0.21085803913620282,0.7025278003644744,0.0,0.8060542941093445,0.18162982868698407,0.7853767682318907,0.0,0.9064056873321533,0.20254525598490014,0.7735690831140494,0.0,0.7209339141845703,0.20476864868739866,0.7700225319323679,0.0,0.5386569499969482
37,0.1807573246506025,0.7034920409134741,0.0,0.9373148679733276,0.1931745781088775,0.7180262609505753,0.0,0.8285043835639954,0.2005910153658885,0.710489121441063,0.0,0.6891894936561584,0.18178921825480912,0.7736418017782427,0.0,0.8817455768585205,0.20241255130407945,0.7578004334262225,0.0,0.7165576219558716,0.20476958436786002,0.7745573929662983,0.0,0.5753133296966553
38,0.18069522785690595,0.7017296826989082,0.0,0.966377854347229,0.19677622813098836,0.7202940106890691,0.0,0.9170809984207153,0.20317120821970813,0.7198388007894221,0.0,0.8190134167671204,0.1806899556573832,0.7748867018951033,0.0,0.9471724033355713,0.2068262999912478,0.7659486906299032,0.0,0.843854546546936,0.21418058647299712,0.7804255784804851,0.0,0.724278450012207
39,0.17874703317318322,0.7027567460447176,0.0,0.9662059545516968,0.1963498097545696,0.720175579501994,0.0,0.922407865524292,0.20518479257259728,0.7151616307980845,0.0,0.8343952894210815,0.17958695033811173,0.7749410333992547,0.0,0.942440927028656,0.20736840086163216,0.7659788889864997,0.0,0.8467239737510681,0.21422636284018462,0.7804206624689461,0.0,0.7397605776786804
40,0.18070778756771447,0.7053513147840939,0.0,0.9405677914619446,0.20189841288440633,0.7070359744786219,0.0,0.9163511991500854,0.21853425367823187,0.6816576075853165,0.0,0.841788113117218,0.1809433271300118,0.7709796857634349,0.0,0.9475225806236267,0.20256650672768647,0.7619974303943842,0.0,0.8900309205055237,0.20499398573389593,0.7585980403373431,0.0,0.8269262909889221
41,0.17769912503800303,0.6982411021468031,0.0,0.9597748517990112,0.19462759989612508,0.706655015506505,0.0,0.9008814692497253,0.2095302365860849,0.6872114875825379,0.0,0.794348955154419,0.1801145481613447,0.7673950833755557,0.0,0.9297982454299927,0.20260366403831626,0.7519643615978033,0.0,0.8430451154708862,0.2046856070464512,0.7727188046507257,0.0,0.7457996010780334
42,0.17638024743997827,0.696650357425961,0.0,0.9552002549171448,0.19137787369062315,0.7014302529051712,0.0,0.899363100528717,0.20682791943820017,0.6825502786676255,0.0,0.8051342368125916,0.1791292946293669,0.7639329982103165,0.0,0.9375404715538025,0.20285557800868773,0.7566061618437827,0.0,0.8664410710334778,0.20631703790628686,0.7797199073695738,0.0,0.7773363590240479
43,0.17675909006370688,0.6994713180733525,0.0,0.9330997467041016,0.18956146600111476,0.7050909577054458,0.0,0.860621988773346,0.20338260002855985,0.6855897145291253,0.0,0.7584152817726135,0.17957917699274026,0.7630161939804524,0.0,0.9087646007537842,0.20153670041066296,0.7543566715767194,0.0,0.8251530528068542,0.20349545748728626,0.7733447342238167,0.0,0.7398321628570557
44,0.17830753326416016,0.7018181070623039,0.0,0.9444341063499451,0.1901769997938624,0.7117899491697176,0.0,0.8941590785980225,0.19778186870071124,0.7027554053142978,0.0,0.8131973743438721,0.1781691605190061,0.7672293435579564,0.0,0.9094082117080688,0.20475522527154885,0.7620229042723587,0.0,0.8060130476951599,0.2091147224858122,0.7748905325534453,0.0,0.7131207585334778
45,0.1779515248424602,0.6980680202340481,0.0,0.9352659583091736,0.18727541869541384,0.7082305652825902,0.0,0.8697450160980225,0.1974169173330631,0.6956810093325052,0.0,0.7677666544914246,0.1793018916867814,0.7637957967973653,0.0,0.9095505475997925,0.20237690547727188,0.7557268980656707,0.0,0.8129440546035767,0.2048103224556401,0.7777571418794129,0.0,0.7090176939964294
46,0.17989484319147073,0.6996371217352576,0.0,0.9319572448730469,0.1911061664797225,0.710566373050961,0.0,0.8926630020141602,0.19657386923735998,0.7037834263246927,0.0,0.8125040531158447,0.17873285401542233,0.7647341804025563,0.0,0.9193776845932007,0.2054881509744896,0.7634607418810473,0.0,0.8171524405479431,0.21022886600134508,0.7764343517095973,0.0,0.7108228802680969
47,0.1797996017168153,0.6979370755630557,0.0,0.9578335881233215,0.1935649188059681,0.7118198283047855,0.0,0.9286725521087646,0.20050711001989976,0.7111162640559623,0.0,0.8601978421211243,0.17886275165485885,0.7669735832693187,0.0,0.9436006546020508,0.20970053043005601,0.7653036716094077,0.0,0.861262857913971,0.21524762207607054,0.7848439875008172,0.0,0.7572985887527466
48,0.7298674673404334,0.5097502066001732,0.0,0.9571611285209656,0.6498598062767172,0.5389635413261638,0.0,0.9248930811882019,0.6381819383153375,0.6431261645201359,0.0,0.8512490391731262,0.6360671565217791,0.5612958325501766,0.0,0.8988237380981445,0.6790821867169075,0.690014380291416,0.0,0.7505401372909546,0.6950053808824072,0.7756625378979799,0.0,0.4372749924659729
49,0.7246872524045548,0.5232406041612186,0.0,0.9677524566650391,0.6425410576586453,0.6012991422389841,0.0,0.9259063601493835,0.6645622973172169,0.726928072494443,0.0,0.8462162613868713,0.6282583272682046,0.551962050433937,0.0,0.918071985244751,0.6836010195174307,0.7065351797447045,0.0,0.7657917141914368,0.7012313986724278,0.8019926957006733,0.0,0.4132896661758423
50,0.7181429593068249,0.5250715630822601,0.0,0.9615042209625244,0.637051708293411,0.6097067350124216,0.0,0.9204124808311462,0.668511948495541,0.7294404097680767,0.0,0.8343752026557922,0.6187464156240787,0.5771751882640886,0.0,0.8792811632156372,0.6839917020977668,0.7164671191610552,0.0,0.6410742998123169,0.6953893697486734,0.795191617191586,0.0,0.2753504812717438
51,0.7173816752883623,0.5370798150864605,0.0,0.9594806432723999,0.6262686387547907,0.6259841599723784,0.0,0.9188763499259949,0.6733674103359006,0.7385635056755034,0.0,0.8370422124862671,0.6037001699771521,0.5905962828312957,0.0,0.8137622475624084,0.665133350300339,0.7030181246322568,0.0,0.4526592493057251,0.6563100994757887,0.7674056815303021,0.0,0.14349409937858582
52,0.18195146884558336,0.6950762122246013,0.0,0.9644824266433716,0.17950828120393572,0.7043849035287003,0.0,0.8754853010177612,0.1938719299604308,0.6977593330159846,0.0,0.8018206357955933,0.1775795558713517,0.7703898920673705,0.0,0.8459663987159729,0.20997340724153338,0.7559130042167888,0.0,0.5932297706604004,0.21131474117063126,0.7728885028152785,0.0,0.3960845470428467
53,0.1834070637540997,0.6946580958665665,0.0,0.9695920348167419,0.18353219302195423,0.7003061462146967,0.0,0.9059499502182007,0.19724417632480837,0.6981415688742155,0.0,0.836521327495575,0.17822906206238945,0.7703597575550798,0.0,0.8792368769645691,0.2111983209286096,0.7599251080756407,0.0,0.6424751877784729,0.21347427368164062,0.7787466009291645,0.0,0.42252153158187866
54,0.18295059563978663,0.6947476694274647,0.0,0.9637976884841919,0.17836264844210642,0.6968261207995554,0.0,0.8883109092712402,0.19027600198421837,0.6914185719510003,0.0,0.8190075755119324,0.1788475828350715,0.7750543570418736,0.0,0.85198575258255,0.21141780997222326,0.7627213609767259,0.0,0.5816060900688171,0.21372321866593272,0.7838021761203909,0.0,0.36089640855789185
55,0.18374817326383772,0.7027336982503596,0.0,0.9681614637374878,0.18336074757126142,0.7023655719836885,0.0,0.9091329574584961,0.19870371188757555,0.6877091539454759,0.0,0.8521341681480408,0.18254668757600603,0.7844013549293933,0.0,0.7972946166992188,0.2143501065812021,0.766726186584728,0.0,0.4924553334712982,0.21193356783884876,0.7778372664830675,0.0,0.29247698187828064
56,0.18513172077682782,0.6986640706720711,0.0,0.9659628868103027,0.18817908808870135,0.6978982582251896,0.0,0.9352884888648987,0.19332482679834906,0.6941694315507322,0.0,0.882236659526825,0.18281580367178288,0.7899996067190769,0.0,0.8448413610458374,0.21478395641974682,0.7780588062238494,0.0,0.4947158098220825,0.21459050448435657,0.7941819194969273,0.0,0.2396647334098816
57,0.18541616763708726,0.6975830588879446,0.0,0.9660905003547668,0.19059985538698593,0.7012205882052497,0.0,0.9400752186775208,0.19618759515150538,0.6996977738256733,0.0,0.8864956498146057,0.18234249330916494,0.7874619871003857,0.0,0.8683749437332153,0.2131186251370412,0.7801132521369966,0.0,0.5557000041007996,0.21378454172386313,0.7957904767790599,0.0,0.28758007287979126
58,0.1853064051214254,0.6956253370979341,0.0,0.9686976671218872,0.19159383593865162,0.692033456459205,0.0,0.9529711008071899,0.19632118153122236,0.6847589085790403,0.0,0.9127445220947266,0.1811915343662478,0.7841593850107871,0.0,0.9159228801727295,0.21240923539647516,0.7791663772391475,0.0,0.6807699799537659,0.21538414145415685,0.7968907056992024,0.0,0.39280447363853455
59,0.1846786175134047,0.6949644208453191,0.0,0.9432342052459717,0.19193429766960865,0.682815232536284,0.0,0.93723464012146,0.1955948955607864,0.6722942655555374,0.0,0.894701361656189,0.18218337364916531,0.7774161494426648,0.0,0.9020523428916931,0.20910513176108306,0.775596778263108,0.0,0.6603772640228271,0.2123918893202296,0.7910527185416122,0.0,0.3785199522972107
60,0.18571966998981979,0.6890361578394678,0.0,0.9113178849220276,0.19196708247346697,0.6892748078541776,0.0,0.899088978767395,0.19834036197302476,0.6822067324586493,0.0,0.8358408212661743,0.18072365814784788,0.7682032884414226,0.0,0.8698339462280273,0.20708541150362986,0.7689600349968946,0.0,0.6114585399627686,0.20718756261861548,0.7884029244778047,0.0,0.34424686431884766
61,0.1859589342801076,0.6893672544088324,0.0,0.9196085929870605,0.1924114407233472,0.688976591102249,0.0,0.8534234762191772,0.19841602613341133,0.6852226097713454,0.0,0.7813730239868164,0.17769201746526755,0.7637261426598457,0.0,0.8562150597572327,0.19954460072067548,0.7459277548051778,0.0,0.6056287884712219,0.20653481753367298,0.7711425525872777,0.0,0.3854752779006958
62,0.1859181781984725,0.6899799043663376,0.0,0.9348878860473633,0.19301178770245248,0.6896458709589108,0.0,0.8728298544883728,0.19998431655595889,0.6874802721095384,0.0,0.8030098676681519,0.1774256724231648,0.7647781052848784,0.0,0.8633260130882263,0.2003954401556051,0.7453262776011702,0.0,0.6187208890914917,0.20807554137031986,0.7725085015077471,0.0,0.39981386065483093
63,0.18597795378487064,0.6921207954694037,0.0,0.9117962718009949,0.19133067580888857,0.6912338065303021,0.0,0.8231420516967773,0.19605796741989423,0.6870928648625457,0.0,0.7454144954681396,0.17686845671455814,0.7574594409894744,0.0,0.8394988775253296,0.1948809173871886,0.7265026778855583,0.0,0.6286342740058899,0.19959746666674344,0.7473573564984309,0.0,0.4529731571674347
64,0.1856245904598596,0.6906087707774908,0.0,0.9297472238540649,0.19449145838899431,0.691811086742449,0.0,0.8627365827560425,0.20086794079474682,0.6870867996535042,0.0,0.7856155633926392,0.1778932607398843,0.7615470088176648,0.0,0.8534632325172424,0.19813559190282282,0.7338611810277197,0.0,0.6157543063163757,0.20487639589129752,0.7557152145577275,0.0,0.4105146825313568
65,0.18510967830442032,0.690937377418933,0.0,0.9677267670631409,0.19748036366588664,0.7000175061086231,0.0,0.9268698692321777,0.2002762848476194,0.6948952136179394,0.0,0.8496479392051697,0.18392715813978663,0.7664469315915926,0.0,0.9047373533248901,0.20940194039974572,0.7682086513631015,0.0,0.682625949382782,0.21377029059068212,0.7826069468733656,0.0,0.45542341470718384
66,0.18516240029964806,0.694836157635166,0.0,0.9717308878898621,0.19952361988571454,0.6961207050658669,0.0,0.9487720727920532,0.2057282249882536,0.6934177925397162,0.0,0.8980481028556824,0.1794563689321842,0.7775988718455805,0.0,0.8813552260398865,0.20806636450425633,0.7677501854038637,0.0,0.5497177839279175,0.2091978001144697,0.7736886634986271,0.0,0.2750782072544098
67,0.18692819127496682,0.6963186224135395,0.0,0.9662662148475647,0.20101205357965432,0.7036282846618397,0.0,0.9448843002319336,0.2054020863658977,0.7035652064878073,0.0,0.8868640661239624,0.18134613756863577,0.7750408220490651,0.0,0.8779413104057312,0.2083261417892744,0.7595156745431813,0.0,0.5608603954315186,0.2073480138238871,0.7645022340399451,0.0,0.30084773898124695
68,0.1857039973420917,0.6935357768166515,0.0,0.9705519080162048,0.19920027031088774,0.6995859186020855,0.0,0.9543323516845703,0.2048329587252635,0.701699228965089,0.0,0.9056957364082336,0.17944830768513229,0.7721388429777393,0.0,0.9083550572395325,0.20926335172833138,0.7562829181240194,0.0,0.6566306352615356,0.2082331675403523,0.7671591786659911,0.0,0.395475834608078
69,0.18490085961683742,0.688873291015625,0.0,0.9741988182067871,0.19908534355883328,0.702824101787232,0.0,0.9368485808372498,0.20503720697366967,0.6959734162526151,0.0,0.8597212433815002,0.1828668162507831,0.7630787614000393,0.0,0.9253326654434204,0.21252961428660266,0.7602304753898078,0.0,0.75693678855896,0.21451032386635835,0.7780971128072699,0.0,0.5671347975730896
70,0.18300653853506413,0.6865748321660892,0.0,0.9743134379386902,0.19766510657544406,0.6972531753603883,0.0,0.9375427961349487,0.20318049304890182,0.6864772142226726,0.0,0.8649661540985107,0.18237835506223282,0.7600167884986271,0.0,0.9302239418029785,0.20848598120347508,0.7601414125833551,0.0,0.7594360709190369,0.21391665260746795,0.7738609792797136,0.0,0.5622820854187012
71,0.1824759177441867,0.6897374875375916,0.0,0.9721365571022034,0.1968274566362489,0.6982211827234244,0.0,0.9446574449539185,0.20299807134664283,0.694319082603295,0.0,0.8873347640037537,0.1774429645178453,0.7709881770560931,0.0,0.8753586411476135,0.20409731595021374,0.7523020341306551,0.0,0.559705913066864,0.20646404770185361,0.758889170371339,0.0,0.313215047121048
72,0.18420568502174234,0.6929544744132453,0.0,0.9747180938720703,0.19935073492661962,0.7089324057351595,0.0,0.9427606463432312,0.2035213866323795,0.7067115815613559,0.0,0.8735765814781189,0.17890919379468234,0.7811286958191684,0.0,0.8449074029922485,0.20447252381522701,0.7583312349838193,0.0,0.4536246359348297,0.2079382302626124,0.7654304025562239,0.0,0.2158966064453125
73,0.18433365731869103,0.6954181623259349,0.0,0.9576037526130676,0.19659848483103626,0.7044405119189657,0.0,0.9191548824310303,0.1973648970981814,0.6977654620693319,0.0,0.8402294516563416,0.1781472979851489,0.7833666302668998,0.0,0.8139380216598511,0.20286928932621795,0.7606360144196195,0.0,0.4013780951499939,0.2062325207692272,0.7667154607413703,0.0,0.18116791546344757
74,0.18191522922155992,0.6948759964819233,0.0,0.973037838935852,0.19508779273842866,0.7110830650169979,0.0,0.9387170076370239,0.1998143286075232,0.7033266203174032,0.0,0.869271993637085,0.17781664290518132,0.783140366047496,0.0,0.8479707837104797,0.2016008844915426,0.7639585359325968,0.0,0.45221763849258423,0.20575654731606538,0.7699276592940965,0.0,0.20851853489875793
75,0.17925624127657908,0.6892980471814527,0.0,0.9792577624320984,0.19443682904513376,0.6970787527172136,0.0,0.964236855506897,0.200873482902095,0.6861185369132453,0.0,0.9214536547660828,0.17427311303480617,0.7766327798117155,0.0,0.9189660549163818,0.2020014097105782,0.7602970650006537,0.0,0.6733379364013672,0.20423307958638892,0.7792540354708747,0.0,0.37996339797973633
76,0.1786684899959924,0.6869033749632257,0.0,0.9778229594230652,0.19421071826287037,0.6936643592483329,0.0,0.9626538753509521,0.2002995509021687,0.6832031505377223,0.0,0.9175013899803162,0.1734719006520397,0.7722605940687107,0.0,0.926312267780304,0.20083143126289799,0.7582709659592377,0.0,0.7061116695404053,0.2035044364209445,0.7770911819266475,0.0,0.4231088161468506
